Rank,name,Country,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,555bf,333mbf
1670.0,Nathan James Salter,Australia,17066.0,3964.0,1481.0,2168.0,1125.0,477.0,352.0,317.0,383.0,2187.0,413.0,897.0,1100.0,1198.0,759.0,65.0,33.0,147.0
1671.0,Kacey Alvarado,Australia,17069.0,943.0,1025.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,277.0,759.0,65.0,33.0,147.0
1672.0,Tina Hoang,Australia,17073.0,1146.0,2281.0,2044.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1371.0,2862.0,759.0,65.0,33.0,147.0
1673.0,Ruby van Vliet,Australia,17077.0,1951.0,2588.0,699.0,645.0,368.0,300.0,317.0,383.0,1399.0,522.0,897.0,3142.0,2862.0,759.0,65.0,33.0,147.0
1674.0,Bradley Matthews,Australia,17089.0,3318.0,1713.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1707.0,627.0,897.0,1342.0,1173.0,759.0,65.0,33.0,147.0
1675.0,Narhean Ravichandira,Australia,17090.0,1201.0,1732.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1272.0,2862.0,759.0,65.0,33.0,147.0
1676.0,Lincoln Duckett,Australia,17093.0,2316.0,1993.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,906.0,1855.0,759.0,65.0,33.0,147.0
1676.0,Thomas Gu,Australia,17093.0,1494.0,2138.0,1902.0,1125.0,477.0,352.0,317.0,383.0,1449.0,627.0,897.0,2482.0,2446.0,759.0,65.0,33.0,147.0
1678.0,Caleb Harrison,Australia,17099.0,1101.0,1830.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1741.0,627.0,897.0,3096.0,1495.0,759.0,65.0,33.0,147.0
1679.0,Ezra Webb,Australia,17109.0,3606.0,982.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1740.0,758.0,759.0,65.0,33.0,147.0
1679.0,Mitchell Kai Harding,Australia,17109.0,3410.0,1025.0,2336.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1146.0,1823.0,759.0,65.0,33.0,147.0
1681.0,Victor Kim,Australia,17111.0,2378.0,2701.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,425.0,897.0,1149.0,1062.0,759.0,65.0,33.0,147.0
1682.0,Liam Choudhury,Australia,17123.0,2642.0,2063.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,848.0,1541.0,903.0,759.0,65.0,33.0,147.0
1683.0,Ashton Kisby,New Zealand,17126.0,3738.0,973.0,2421.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1730.0,895.0,759.0,65.0,33.0,147.0
1684.0,Angus Fenby,Australia,17130.0,2259.0,2495.0,1501.0,1125.0,477.0,352.0,317.0,383.0,1901.0,627.0,897.0,2230.0,1562.0,759.0,65.0,33.0,147.0
1685.0,Dylan Aspin,Australia,17134.0,2339.0,2884.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1352.0,627.0,897.0,1442.0,1281.0,759.0,65.0,33.0,147.0
1686.0,Ameek Jagdev,Australia,17141.0,2587.0,2683.0,713.0,1125.0,477.0,352.0,317.0,383.0,1515.0,627.0,897.0,1599.0,2862.0,759.0,65.0,33.0,147.0
1687.0,Jet Wade,Australia,17159.0,1671.0,4866.0,2114.0,1125.0,477.0,352.0,317.0,383.0,762.0,627.0,897.0,2095.0,469.0,759.0,65.0,33.0,147.0
1688.0,Matthew Jack Newling,Australia,17160.0,2331.0,2394.0,970.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2894.0,1202.0,759.0,65.0,33.0,147.0
1689.0,Patrick Edwards,Australia,17164.0,1310.0,1810.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2791.0,1230.0,759.0,65.0,33.0,147.0
1690.0,Aaryan Patel,Australia,17170.0,3226.0,2606.0,1617.0,1125.0,477.0,352.0,317.0,383.0,1299.0,627.0,897.0,754.0,2486.0,759.0,65.0,33.0,147.0
1691.0,Isaac Tan,Australia,17180.0,1419.0,7005.0,554.0,1125.0,477.0,352.0,317.0,383.0,1291.0,627.0,897.0,1523.0,206.0,759.0,65.0,33.0,147.0
1692.0,Jason Galea,Australia,17186.0,557.0,770.0,827.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1693.0,Jacob Gibson,Australia,17193.0,2610.0,2163.0,2232.0,1125.0,477.0,352.0,317.0,383.0,1713.0,627.0,897.0,1748.0,1671.0,633.0,65.0,33.0,147.0
1694.0,Barath Thandapani,Australia,17198.0,1500.0,2429.0,1963.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1075.0,2862.0,759.0,65.0,33.0,147.0
1695.0,Janiru Rathnapriya,Australia,17206.0,1916.0,2155.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1288.0,627.0,897.0,1149.0,2862.0,759.0,65.0,33.0,147.0
1696.0,Judd Walhout,Australia,17208.0,2365.0,2453.0,1182.0,1125.0,477.0,352.0,317.0,383.0,1586.0,627.0,897.0,1578.0,2862.0,759.0,65.0,33.0,147.0
1697.0,Lachlan Plew,Australia,17209.0,643.0,2549.0,2654.0,1125.0,477.0,352.0,317.0,383.0,233.0,627.0,897.0,3086.0,2862.0,759.0,65.0,33.0,147.0
1698.0,Matthew James Watson,Australia,17219.0,2782.0,756.0,2554.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,896.0,2862.0,759.0,65.0,33.0,147.0
1698.0,Micah Adam Schroeder,Australia,17219.0,597.0,1062.0,1984.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,3345.0,2862.0,759.0,65.0,33.0,147.0
1700.0,Oliver Lodge,Australia,17228.0,1555.0,3238.0,1055.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,523.0,1523.0,2862.0,759.0,65.0,33.0,147.0
1701.0,Tim Chu,Australia,17241.0,1550.0,3081.0,2654.0,1125.0,477.0,352.0,317.0,383.0,812.0,627.0,897.0,1100.0,2862.0,759.0,65.0,33.0,147.0
1702.0,Henry Illingworth,Australia,17265.0,930.0,782.0,669.0,1125.0,477.0,352.0,169.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1703.0,Alfie McCahon,New Zealand,17267.0,2892.0,382.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1937.0,2033.0,759.0,65.0,33.0,147.0
1704.0,Tiana Baba,Australia,17268.0,2577.0,2163.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1204.0,1301.0,759.0,65.0,33.0,147.0
1705.0,Rhys Whitley,Australia,17274.0,3318.0,1754.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,803.0,1376.0,759.0,65.0,33.0,147.0
1706.0,Freddie Martinelli,Australia,17277.0,2616.0,2259.0,1703.0,935.0,477.0,352.0,317.0,383.0,1077.0,627.0,604.0,3755.0,1168.0,759.0,65.0,33.0,147.0
1707.0,Wesley Lawrence,Australia,17279.0,3469.0,1312.0,1688.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1345.0,2096.0,759.0,65.0,33.0,147.0
1708.0,Jack Bruce,Australia,17281.0,1988.0,1699.0,843.0,1125.0,477.0,352.0,161.0,383.0,1017.0,627.0,897.0,3846.0,2862.0,759.0,65.0,33.0,147.0
1709.0,Johnathan Mere-Braithwaite,New Zealand,17284.0,1844.0,2972.0,973.0,768.0,477.0,352.0,317.0,383.0,789.0,627.0,897.0,3612.0,2269.0,759.0,65.0,33.0,147.0
1709.0,Hugh Thompson,Australia,17284.0,1615.0,1791.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1994.0,1861.0,759.0,65.0,33.0,147.0
1709.0,Abdullah Elbeialy,Australia,17284.0,2174.0,1081.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2906.0,1100.0,759.0,65.0,33.0,147.0
1712.0,Caden Taylor,Australia,17288.0,4847.0,726.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1745.0,627.0,897.0,364.0,1770.0,759.0,65.0,33.0,147.0
1713.0,Daniel Zhuravlev,Australia,17289.0,2905.0,2102.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1412.0,455.0,897.0,2001.0,1205.0,759.0,65.0,33.0,147.0
1714.0,Evan Evripidou,Australia,17309.0,1951.0,1754.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,719.0,2862.0,759.0,65.0,33.0,147.0
1715.0,Kodo Drayton,New Zealand,17314.0,2035.0,2884.0,1117.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1511.0,2398.0,759.0,65.0,33.0,147.0
1716.0,Aaron Joel Perera,Australia,17319.0,791.0,299.0,1197.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1717.0,Timothy Baker,Australia,17323.0,2039.0,939.0,1691.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2964.0,2321.0,759.0,65.0,33.0,147.0
1718.0,Abigail Dixon,New Zealand,17325.0,2840.0,2588.0,1370.0,918.0,477.0,352.0,317.0,383.0,1244.0,627.0,897.0,1930.0,2378.0,759.0,65.0,33.0,147.0
1719.0,Zac Tom,Australia,17333.0,815.0,2102.0,547.0,1125.0,477.0,352.0,317.0,383.0,1024.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1720.0,Alden Jo,Australia,17345.0,758.0,2701.0,572.0,564.0,477.0,352.0,317.0,383.0,1030.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1721.0,Jack Daly,Australia,17348.0,1837.0,2003.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1436.0,627.0,897.0,1374.0,2862.0,759.0,65.0,33.0,147.0
1722.0,Marley Walker,Australia,17351.0,2938.0,1481.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2608.0,301.0,759.0,65.0,33.0,147.0
1723.0,Liam Budge,Australia,17353.0,2305.0,1951.0,2221.0,1125.0,477.0,352.0,317.0,383.0,1785.0,627.0,897.0,3442.0,467.0,759.0,65.0,33.0,147.0
1724.0,Yevin Dias,Australia,17367.0,1335.0,1699.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1448.0,2862.0,759.0,65.0,33.0,147.0
1725.0,Jaysun Park,New Zealand,17379.0,1475.0,1001.0,1031.0,1125.0,477.0,352.0,317.0,383.0,1027.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1726.0,Max Carter,Australia,17387.0,2725.0,2111.0,1713.0,1125.0,477.0,352.0,317.0,383.0,1854.0,538.0,897.0,2298.0,1593.0,759.0,65.0,33.0,147.0
1727.0,Ivan Vukomanovic,Australia,17388.0,500.0,3246.0,494.0,1125.0,477.0,352.0,317.0,383.0,303.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1728.0,Dylan Johnson,Australia,17390.0,2840.0,966.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,699.0,2862.0,759.0,65.0,33.0,147.0
1728.0,Leo Kobayashi,New Zealand,17390.0,3628.0,1914.0,2455.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1050.0,974.0,759.0,65.0,33.0,147.0
1730.0,Nicholas Wu,Australia,17398.0,2434.0,1580.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2693.0,668.0,759.0,65.0,33.0,147.0
1731.0,Luke Diwell,Australia,17414.0,3136.0,1190.0,2028.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2089.0,1602.0,759.0,65.0,33.0,147.0
1732.0,Abel Mayo,Australia,17440.0,3341.0,1599.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1338.0,1139.0,759.0,65.0,33.0,147.0
1733.0,Kevin Yinan Liu,Australia,17444.0,2803.0,1602.0,2206.0,1125.0,477.0,352.0,317.0,383.0,1633.0,627.0,897.0,2581.0,1437.0,759.0,65.0,33.0,147.0
1734.0,Ekambir Wahla,Australia,17445.0,297.0,870.0,2654.0,1125.0,477.0,352.0,317.0,383.0,779.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1735.0,Kaden MacDonald,Australia,17447.0,2509.0,1173.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1569.0,627.0,635.0,2516.0,2106.0,759.0,65.0,33.0,147.0
1735.0,Jonathan Nguyen,Australia,17447.0,3697.0,2467.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1952.0,627.0,897.0,973.0,522.0,759.0,65.0,33.0,147.0
1737.0,Vedantik Bhattacharyya,Australia,17452.0,663.0,1933.0,1856.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2769.0,2862.0,759.0,65.0,33.0,147.0
1738.0,Asher Hollis,New Zealand,17459.0,2259.0,1062.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1253.0,2862.0,759.0,65.0,33.0,147.0
1739.0,Suhrud Ekbote,Australia,17483.0,2226.0,2223.0,1774.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1029.0,2862.0,759.0,65.0,33.0,147.0
1740.0,Jayden Lee,Australia,17488.0,643.0,454.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,3506.0,2862.0,759.0,65.0,33.0,147.0
1741.0,Pierce Boon,Australia,17491.0,3111.0,414.0,1784.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1951.0,2862.0,759.0,65.0,33.0,147.0
1742.0,Anay Shah,Australia,17493.0,1517.0,1392.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1969.0,2592.0,759.0,65.0,33.0,147.0
1743.0,Flynn Palmer,Australia,17501.0,2672.0,2270.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1480.0,627.0,897.0,2052.0,1191.0,759.0,65.0,33.0,147.0
1744.0,Sebastian Partridge,New Zealand,17502.0,2642.0,2732.0,917.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,980.0,2862.0,759.0,65.0,33.0,147.0
1745.0,Shadin Islam,Australia,17503.0,2720.0,2344.0,2109.0,1125.0,477.0,352.0,317.0,383.0,1458.0,627.0,897.0,2003.0,1687.0,759.0,65.0,33.0,147.0
1746.0,Ruben Warne,Australia,17507.0,2569.0,1982.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2258.0,675.0,759.0,65.0,33.0,147.0
1747.0,Aden Kim,Australia,17521.0,1342.0,2038.0,945.0,1125.0,477.0,352.0,317.0,383.0,351.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1748.0,Yizhao Brad Zhang,New Zealand,17528.0,2419.0,2012.0,1854.0,1015.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1638.0,2346.0,759.0,65.0,33.0,147.0
1749.0,Jayden Collins,Australia,17531.0,1811.0,2180.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1048.0,627.0,897.0,2578.0,2078.0,759.0,65.0,33.0,147.0
1749.0,Jack Williams,Australia,17531.0,2703.0,1673.0,2470.0,1125.0,477.0,352.0,317.0,383.0,1920.0,627.0,897.0,1360.0,2223.0,759.0,65.0,33.0,147.0
1749.0,Nikhil Gopalakrishnan,Australia,17531.0,2387.0,911.0,2408.0,1125.0,477.0,352.0,317.0,383.0,2015.0,488.0,897.0,3739.0,1284.0,503.0,65.0,33.0,147.0
1752.0,Harper Lee,Australia,17532.0,2424.0,947.0,2628.0,1125.0,477.0,352.0,317.0,383.0,1982.0,627.0,897.0,2534.0,1835.0,759.0,65.0,33.0,147.0
1753.0,Anthony Zheng,Australia,17534.0,3148.0,305.0,1829.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2021.0,2862.0,759.0,65.0,33.0,147.0
1754.0,Madhav Kansara,New Zealand,17536.0,2972.0,3051.0,2297.0,1125.0,477.0,352.0,317.0,383.0,1218.0,627.0,897.0,2001.0,815.0,759.0,65.0,33.0,147.0
1755.0,Ronald Tran,Australia,17553.0,3327.0,2118.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1459.0,626.0,759.0,65.0,33.0,147.0
1756.0,Joshua Brungar,New Zealand,17569.0,993.0,1519.0,1423.0,1016.0,477.0,352.0,302.0,383.0,1298.0,242.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1757.0,Charlie Alderton,New Zealand,17578.0,3241.0,1181.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1907.0,627.0,897.0,2472.0,941.0,759.0,65.0,33.0,147.0
1758.0,Raymond Wu Won,Australia,17584.0,2007.0,3016.0,1045.0,739.0,477.0,352.0,78.0,383.0,615.0,207.0,519.0,4801.0,2862.0,300.0,65.0,33.0,85.0
1759.0,Brianna Doyle,Australia,17585.0,1478.0,2377.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,845.0,2862.0,759.0,65.0,33.0,147.0
1760.0,Axel Weiley,Australia,17586.0,312.0,1032.0,2654.0,1125.0,477.0,352.0,317.0,383.0,843.0,627.0,897.0,4701.0,2862.0,759.0,65.0,33.0,147.0
1760.0,William Andrew Lau,Australia,17586.0,2138.0,2783.0,1627.0,968.0,477.0,347.0,317.0,383.0,1759.0,627.0,601.0,3017.0,1567.0,730.0,65.0,33.0,147.0
1762.0,Chengxin Guo,Australia,17589.0,2205.0,1972.0,2117.0,1125.0,477.0,352.0,317.0,383.0,1938.0,627.0,897.0,1313.0,2862.0,759.0,65.0,33.0,147.0
1763.0,Jeremy Japoetra,Australia,17590.0,2399.0,2163.0,1938.0,1125.0,477.0,352.0,317.0,383.0,1557.0,627.0,897.0,3128.0,1223.0,759.0,65.0,33.0,147.0
1764.0,Elijah Brunne,Australia,17601.0,1807.0,2417.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1518.0,627.0,897.0,1161.0,2862.0,759.0,65.0,33.0,147.0
1765.0,Joseph Sault,Australia,17609.0,2387.0,1857.0,1495.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,181.0,278.0,65.0,33.0,147.0
1766.0,Rafe Skinner,Australia,17613.0,3299.0,1237.0,1907.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,880.0,2333.0,1485.0,759.0,65.0,33.0,147.0
1767.0,Lloyd Stevens,Australia,17614.0,2776.0,1162.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,811.0,2842.0,759.0,65.0,33.0,147.0
1768.0,Dylan Ivimey,Australia,17621.0,1529.0,1870.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1555.0,2862.0,541.0,65.0,33.0,147.0
1769.0,Leo Xiao,New Zealand,17625.0,589.0,2997.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1154.0,2862.0,759.0,65.0,33.0,147.0
1770.0,Lucas Buck,New Zealand,17629.0,3031.0,2907.0,1929.0,1125.0,477.0,352.0,317.0,383.0,1343.0,487.0,897.0,2106.0,1271.0,759.0,65.0,33.0,147.0
1771.0,Niko Vaihu,New Zealand,17638.0,881.0,2025.0,1252.0,1125.0,477.0,352.0,317.0,383.0,635.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1771.0,Ollie Butera,Australia,17638.0,1937.0,2933.0,1817.0,1125.0,477.0,352.0,317.0,383.0,2153.0,627.0,897.0,2119.0,1497.0,759.0,65.0,33.0,147.0
1773.0,Elijah Samuel,Australia,17641.0,2450.0,1720.0,1673.0,1125.0,477.0,352.0,317.0,383.0,1999.0,627.0,897.0,2312.0,2305.0,759.0,65.0,33.0,147.0
1774.0,Isaac Skeers,Australia,17642.0,2127.0,2429.0,1810.0,1125.0,477.0,352.0,317.0,383.0,1389.0,627.0,897.0,3610.0,1095.0,759.0,65.0,33.0,147.0
1775.0,Madeline Willoughby,Australia,17643.0,1545.0,1637.0,676.0,1125.0,477.0,352.0,317.0,383.0,940.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1775.0,Dev Manish Oberay,Australia,17643.0,3880.0,1286.0,2654.0,1125.0,477.0,352.0,317.0,383.0,1804.0,627.0,897.0,1094.0,1743.0,759.0,65.0,33.0,147.0
1777.0,Benjamin Hutchison,Australia,17644.0,4655.0,1153.0,2021.0,1125.0,477.0,352.0,317.0,383.0,1407.0,627.0,897.0,2177.0,1049.0,759.0,65.0,33.0,147.0
1778.0,Lachlan Williams,Australia,17645.0,932.0,2012.0,520.0,1125.0,477.0,352.0,317.0,383.0,1336.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1779.0,Asher Mendes,Australia,17646.0,1647.0,1845.0,1265.0,813.0,477.0,352.0,317.0,383.0,1068.0,627.0,798.0,4188.0,2862.0,759.0,65.0,33.0,147.0
1779.0,Jude Henry Nailer,Australia,17646.0,3268.0,1951.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,626.0,1778.0,759.0,65.0,33.0,147.0
1779.0,Lachlan Nguyen,Australia,17646.0,1374.0,1673.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2561.0,2015.0,759.0,65.0,33.0,147.0
1782.0,Jake Pearce,Australia,17651.0,2855.0,3563.0,2344.0,1125.0,477.0,352.0,317.0,383.0,1445.0,627.0,897.0,1426.0,836.0,759.0,65.0,33.0,147.0
1783.0,Millen Cleaver,New Zealand,17668.0,1901.0,3279.0,2284.0,1093.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1895.0,994.0,737.0,65.0,33.0,147.0
1784.0,Henry Dunbabin,Australia,17669.0,1732.0,2780.0,1717.0,1125.0,477.0,352.0,317.0,383.0,1156.0,627.0,897.0,2240.0,2862.0,759.0,65.0,33.0,147.0
1785.0,Mike Field,New Zealand,17670.0,3173.0,3345.0,1750.0,973.0,477.0,352.0,317.0,383.0,1852.0,165.0,897.0,1718.0,1264.0,759.0,65.0,33.0,147.0
1786.0,Arsh Shaikh,Australia,17674.0,832.0,1440.0,692.0,803.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1786.0,Kevin Wang,New Zealand,17674.0,1724.0,1567.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1498.0,2862.0,759.0,65.0,33.0,147.0
1788.0,Alexander Ihara,Australia,17684.0,2667.0,3598.0,1695.0,1125.0,477.0,352.0,317.0,383.0,1504.0,627.0,897.0,605.0,2648.0,544.0,65.0,33.0,147.0
1789.0,Cecilia Kwan,Australia,17686.0,0.0,0.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1790.0,Christopher Muraya,Australia,17697.0,2350.0,2478.0,1882.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2347.0,1271.0,759.0,65.0,33.0,147.0
1791.0,Luke Alan Hill,Australia,17699.0,3055.0,1804.0,2654.0,1125.0,472.0,352.0,317.0,383.0,1339.0,627.0,888.0,2422.0,1257.0,759.0,65.0,33.0,147.0
1792.0,Leo Aamir,New Zealand,17704.0,1459.0,1699.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,312.0,897.0,4801.0,587.0,209.0,65.0,33.0,147.0
1793.0,Luca Fox,Australia,17711.0,804.0,1993.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2333.0,2570.0,747.0,65.0,33.0,147.0
1794.0,Ryan Hassett,Australia,17713.0,1814.0,406.0,1725.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,1598.0,759.0,65.0,33.0,147.0
1795.0,Jeremy Mijares,Australia,17716.0,2038.0,2772.0,1626.0,1125.0,477.0,352.0,317.0,383.0,1617.0,627.0,897.0,2856.0,1625.0,759.0,65.0,33.0,147.0
1796.0,Yohan Seong,Australia,17719.0,2880.0,1591.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1541.0,1684.0,759.0,65.0,33.0,147.0
1797.0,Liam Wilkinson,Australia,17720.0,2039.0,2127.0,2654.0,966.0,477.0,352.0,317.0,383.0,1833.0,627.0,897.0,2408.0,1636.0,759.0,65.0,33.0,147.0
1798.0,Jack Michael Hay,Australia,17722.0,1766.0,1708.0,2283.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1734.0,2862.0,759.0,65.0,33.0,147.0
1798.0,Aiden Blishen Cuneo,Australia,17722.0,986.0,1961.0,901.0,1125.0,477.0,352.0,240.0,383.0,1106.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1800.0,Liam Boyce,Australia,17723.0,3314.0,3204.0,2654.0,925.0,477.0,352.0,317.0,383.0,1856.0,627.0,897.0,582.0,1131.0,759.0,65.0,33.0,147.0
1801.0,Jacob Robinson,Australia,17734.0,1637.0,2441.0,1178.0,998.0,477.0,352.0,317.0,383.0,745.0,627.0,560.0,4801.0,2467.0,506.0,65.0,33.0,147.0
1802.0,Nathan Ma,Australia,17739.0,699.0,1263.0,802.0,1068.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1803.0,James Cooper,Australia,17742.0,4180.0,594.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2497.0,448.0,759.0,65.0,33.0,147.0
1804.0,Josiah L. Harvey,Australia,17747.0,1099.0,1940.0,965.0,590.0,312.0,230.0,317.0,383.0,1720.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1805.0,Odysseas Gimas,Australia,17760.0,1146.0,454.0,2003.0,1125.0,477.0,352.0,317.0,383.0,1312.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1806.0,George Jahn,Australia,17761.0,758.0,3081.0,904.0,706.0,477.0,352.0,317.0,383.0,592.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1807.0,Tommy Le,Australia,17762.0,643.0,1804.0,283.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,2862.0,759.0,65.0,33.0,147.0
1808.0,Perth Raymond Otero,Australia,17765.0,1378.0,2462.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2391.0,1545.0,725.0,65.0,33.0,147.0
1809.0,Tano Manfre,Australia,17767.0,1406.0,1754.0,723.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,4801.0,1714.0,759.0,65.0,33.0,147.0
1810.0,Amare Bergas,Australia,17774.0,861.0,2429.0,2654.0,1125.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,1599.0,2862.0,759.0,65.0,33.0,147.0
1811.0,Tina Bao,Australia,17776.0,2055.0,3182.0,1115.0,851.0,477.0,352.0,317.0,383.0,2187.0,627.0,897.0,2218.0,2111.0,759.0,65.0,33.0,147.0
