Rank,name,Country,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,555bf,333mbf
1927.0,Oscar Shapiama,Peru,22228.0,4236.0,3052.0,2736.0,1862.0,698.0,557.0,234.0,607.0,1589.0,727.0,991.0,914.0,2623.0,1070.0,80.0,33.0,219.0
1928.0,Ulices Paul Semanate Guerrero,Ecuador,22237.0,1623.0,3353.0,1379.0,854.0,698.0,470.0,607.0,607.0,1032.0,727.0,868.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1929.0,Lucas Leite Saraiva,Brazil,22238.0,1488.0,1580.0,1661.0,1862.0,698.0,557.0,607.0,607.0,606.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1930.0,José Alejandro Inochea Fernandez,Bolivia,22260.0,3848.0,3912.0,1184.0,1131.0,606.0,461.0,607.0,607.0,2876.0,727.0,1826.0,450.0,2623.0,1070.0,80.0,33.0,219.0
1931.0,Adriano da Silva Souza,Brazil,22267.0,2480.0,1761.0,2986.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,1484.0,1231.0,1070.0,80.0,33.0,219.0
1932.0,Alejandro Cuadros Cordero,Peru,22268.0,3499.0,1761.0,4247.0,1862.0,698.0,557.0,607.0,607.0,1063.0,727.0,1826.0,789.0,2623.0,1070.0,80.0,33.0,219.0
1933.0,Samuel Montoya Garcia,Colombia,22272.0,3074.0,566.0,2947.0,1862.0,698.0,557.0,607.0,607.0,2897.0,727.0,1826.0,1879.0,2623.0,1070.0,80.0,33.0,219.0
1934.0,Rodrigo Maizo Fernandez,Bolivia,22273.0,1726.0,2522.0,626.0,617.0,390.0,445.0,607.0,607.0,2161.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1935.0,João Vitor Evangelista da Silva,Brazil,22276.0,1989.0,3983.0,726.0,1447.0,698.0,557.0,607.0,607.0,4039.0,727.0,1238.0,1633.0,2623.0,1070.0,80.0,33.0,219.0
1935.0,Jonathan Echagüe,Argentina,22276.0,2701.0,1155.0,3405.0,1862.0,698.0,557.0,463.0,607.0,3266.0,727.0,1826.0,1781.0,1826.0,1070.0,80.0,33.0,219.0
1937.0,Matthias Enriquez Matamoros,Peru,22284.0,939.0,660.0,2017.0,1862.0,698.0,557.0,607.0,402.0,1970.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1937.0,Sebastian Joel Campues Carlosama,Ecuador,22284.0,3130.0,951.0,1421.0,1002.0,698.0,557.0,607.0,607.0,739.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1939.0,Guilherme Cruz Furlan,Brazil,22289.0,2957.0,993.0,2419.0,1734.0,698.0,557.0,89.0,607.0,1345.0,727.0,1622.0,4516.0,2623.0,1070.0,80.0,33.0,219.0
1940.0,Ramon Silva Castro,Brazil,22294.0,642.0,3635.0,3173.0,1862.0,698.0,557.0,607.0,607.0,1222.0,727.0,1826.0,2713.0,2623.0,1070.0,80.0,33.0,219.0
1941.0,Yuri Olivan Barbosa de Oliveira,Brazil,22303.0,215.0,3081.0,4247.0,1862.0,698.0,557.0,226.0,607.0,222.0,727.0,1826.0,4113.0,2623.0,1070.0,80.0,33.0,116.0
1942.0,David Fevre,Chile,22306.0,4499.0,2362.0,3127.0,1862.0,698.0,557.0,607.0,607.0,2507.0,727.0,1826.0,1609.0,691.0,295.0,80.0,33.0,219.0
1942.0,Matheus Peres Albuquerque,Brazil,22306.0,1137.0,758.0,3707.0,1862.0,698.0,557.0,202.0,607.0,206.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1944.0,Juan Manuel Riquelme Vilugrón,Chile,22307.0,2319.0,2150.0,781.0,1862.0,698.0,557.0,607.0,607.0,2804.0,727.0,1826.0,3344.0,2623.0,1070.0,80.0,33.0,219.0
1945.0,Damián Espín,Ecuador,22312.0,1364.0,1298.0,1452.0,1862.0,698.0,557.0,607.0,607.0,1295.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1945.0,Matias Raúl Angulo Gutierrez,Bolivia,22312.0,2363.0,3052.0,2325.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,365.0,2623.0,329.0,80.0,33.0,219.0
1947.0,Jonas da Silva Costa Neto,Brazil,22347.0,791.0,2838.0,1198.0,330.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,5994.0,1028.0,775.0,80.0,33.0,219.0
1948.0,Juan Manuel Mariscal,Argentina,22353.0,842.0,4899.0,340.0,575.0,698.0,557.0,607.0,607.0,656.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1949.0,Brayan Boza Ñahuinripa,Peru,22378.0,799.0,4473.0,1045.0,1862.0,698.0,557.0,607.0,607.0,469.0,727.0,515.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1950.0,Pedro Antonio Bonilla Zamora,Peru,22391.0,3866.0,2700.0,2426.0,1638.0,698.0,557.0,607.0,607.0,1259.0,727.0,1826.0,1455.0,2623.0,1070.0,80.0,33.0,219.0
1951.0,Ignacio Alvarez Bravo,Chile,22395.0,4556.0,696.0,2603.0,1708.0,698.0,557.0,607.0,444.0,2231.0,727.0,1826.0,1717.0,2623.0,1070.0,80.0,33.0,219.0
1952.0,Facundo Arnaldo Audagna,Argentina,22401.0,3577.0,2640.0,1899.0,1302.0,698.0,557.0,607.0,607.0,1716.0,727.0,1227.0,2819.0,2623.0,1070.0,80.0,33.0,219.0
1953.0,Alexis Garcia,Colombia,22403.0,2893.0,978.0,866.0,1058.0,698.0,557.0,607.0,607.0,3109.0,727.0,284.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1954.0,Eduardo de Carvalho Vieira,Brazil,22416.0,1409.0,2801.0,4247.0,1862.0,443.0,363.0,607.0,607.0,4039.0,727.0,793.0,1906.0,1366.0,914.0,80.0,33.0,219.0
1955.0,Haider Fabian Leon Giraldo,Colombia,22420.0,2798.0,1727.0,2515.0,1862.0,698.0,557.0,607.0,607.0,2941.0,727.0,1826.0,1530.0,2623.0,1070.0,80.0,33.0,219.0
1956.0,Matias Franco Echeverria Ramos,Bolivia,22445.0,589.0,1991.0,2543.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,2374.0,2623.0,1070.0,80.0,33.0,219.0
1957.0,Jesús Uzcanga,Venezuela,22448.0,3320.0,1851.0,1160.0,1862.0,698.0,557.0,607.0,607.0,3238.0,727.0,1826.0,2422.0,2623.0,618.0,80.0,33.0,219.0
1958.0,Anthony Camavilca,Peru,22454.0,463.0,2058.0,645.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,172.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1959.0,Cristopher Ascanta,Ecuador,22459.0,635.0,535.0,4247.0,1862.0,698.0,557.0,607.0,607.0,455.0,727.0,1826.0,5994.0,2623.0,754.0,80.0,33.0,219.0
1960.0,Julian Octavio Villafan Carreño,Peru,22460.0,838.0,310.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1347.0,2596.0,2623.0,1070.0,80.0,33.0,219.0
1961.0,Héctor Quispe Choque,Peru,22463.0,4100.0,597.0,2342.0,1862.0,698.0,557.0,607.0,607.0,3228.0,727.0,1826.0,1287.0,2623.0,1070.0,80.0,33.0,219.0
1962.0,Alexander Vasco Taborda,Colombia,22466.0,2208.0,3099.0,1400.0,882.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,1791.0,2623.0,1070.0,80.0,33.0,219.0
1963.0,Efrain Pineda Lizarazo,Colombia,22470.0,734.0,240.0,1847.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,5994.0,1330.0,1070.0,80.0,33.0,219.0
1964.0,Santiago Vargas Gomez,Colombia,22471.0,5020.0,744.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,560.0,1235.0,578.0,315.0,1070.0,80.0,33.0,219.0
1965.0,Daniel Falcão Mendes da Silva,Brazil,22485.0,2113.0,1304.0,3325.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,2132.0,1286.0,1070.0,80.0,33.0,219.0
1966.0,Pedro Henrique Amorim Nazaré,Brazil,22489.0,2383.0,1016.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,1862.0,927.0,799.0,80.0,33.0,219.0
1966.0,Manuel Felipe Quintero Castro,Colombia,22489.0,2066.0,1710.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,156.0,1146.0,3196.0,196.0,1070.0,80.0,33.0,219.0
1968.0,Gabriel Luiz Pires Sabino,Brazil,22495.0,883.0,2034.0,1003.0,886.0,698.0,557.0,607.0,607.0,4039.0,727.0,1606.0,4823.0,2623.0,1070.0,80.0,33.0,219.0
1969.0,Santino Luciano Muñoz,Argentina,22505.0,2537.0,2270.0,4247.0,1862.0,698.0,557.0,607.0,607.0,2709.0,727.0,1826.0,1519.0,937.0,1070.0,80.0,33.0,219.0
1970.0,Valentin Mernies,Argentina,22506.0,3766.0,2831.0,2381.0,1862.0,698.0,557.0,607.0,607.0,2064.0,311.0,1826.0,3118.0,476.0,1070.0,80.0,33.0,219.0
1971.0,Mariano Igolnikov,Argentina,22521.0,3018.0,2743.0,2115.0,1347.0,698.0,557.0,607.0,607.0,2004.0,727.0,1826.0,3684.0,1186.0,1070.0,80.0,33.0,219.0
1972.0,Luiz Fernando Oliveira Maciel,Brazil,22539.0,4027.0,1607.0,2972.0,1862.0,698.0,557.0,607.0,607.0,3107.0,727.0,1826.0,717.0,2623.0,270.0,80.0,33.0,219.0
1973.0,Diego Suarez,Peru,22562.0,6492.0,3838.0,2635.0,1194.0,618.0,557.0,258.0,607.0,2027.0,727.0,1280.0,718.0,790.0,521.0,80.0,33.0,187.0
1974.0,Dylan Guevara,Ecuador,22565.0,1762.0,1545.0,1538.0,1862.0,698.0,557.0,607.0,607.0,2133.0,727.0,1826.0,5994.0,1307.0,1070.0,80.0,33.0,219.0
1975.0,Andres Tovar,Colombia,22568.0,4777.0,1396.0,2864.0,1862.0,698.0,557.0,607.0,607.0,3687.0,727.0,1826.0,464.0,1094.0,1070.0,80.0,33.0,219.0
1976.0,Joshua Giesbrecht,Paraguay,22569.0,2913.0,1896.0,3450.0,1862.0,698.0,557.0,607.0,607.0,2003.0,727.0,1826.0,2675.0,1346.0,1070.0,80.0,33.0,219.0
1977.0,Juan David Díaz Castellanos,Colombia,22574.0,1528.0,3407.0,843.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,1848.0,2623.0,1070.0,80.0,33.0,219.0
1978.0,Evandro Marques,Brazil,22580.0,2814.0,1500.0,3087.0,1862.0,698.0,557.0,607.0,607.0,2151.0,727.0,1826.0,2119.0,2623.0,1070.0,80.0,33.0,219.0
1979.0,Ignacio Andrés Olivares Reyes,Chile,22584.0,2383.0,3160.0,555.0,647.0,698.0,557.0,607.0,607.0,2641.0,727.0,1826.0,4151.0,2623.0,1070.0,80.0,33.0,219.0
1980.0,Jonathan Carrillo Cortes,Colombia,22598.0,1984.0,769.0,2224.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1288.0,3211.0,2623.0,1070.0,80.0,33.0,219.0
1981.0,Santiago Vacacela,Ecuador,22600.0,5602.0,2027.0,1679.0,977.0,496.0,442.0,607.0,607.0,4039.0,727.0,1826.0,323.0,1846.0,1070.0,80.0,33.0,219.0
1982.0,Francisco Barrenechea Sanches,Peru,22608.0,256.0,836.0,4247.0,1862.0,698.0,557.0,607.0,607.0,366.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
1982.0,Kaiky Brito dos Santos,Brazil,22608.0,1877.0,3041.0,1142.0,1862.0,698.0,557.0,372.0,607.0,836.0,475.0,1826.0,5994.0,2623.0,366.0,80.0,33.0,219.0
1984.0,Mathias Medina Vivanco,Peru,22615.0,1928.0,1233.0,4247.0,1862.0,698.0,557.0,607.0,607.0,1036.0,727.0,1826.0,3262.0,2623.0,1070.0,80.0,33.0,219.0
1985.0,Esteban Mayorga Duran,Colombia,22635.0,2412.0,2351.0,3480.0,1862.0,698.0,557.0,607.0,607.0,1401.0,727.0,1826.0,2082.0,2623.0,1070.0,80.0,33.0,219.0
1986.0,Franco Boassi Rotter,Chile,22636.0,3984.0,3306.0,2258.0,1097.0,555.0,557.0,607.0,607.0,2128.0,727.0,1826.0,2405.0,1648.0,599.0,80.0,33.0,219.0
1987.0,Victor Hugo Brino Martins,Brazil,22637.0,2888.0,769.0,1950.0,1244.0,698.0,557.0,607.0,607.0,1311.0,727.0,1338.0,5994.0,2623.0,992.0,80.0,33.0,219.0
1988.0,Alejo Calderon,Argentina,22642.0,4006.0,2394.0,1988.0,1234.0,698.0,557.0,607.0,607.0,2161.0,727.0,1826.0,1812.0,2623.0,1070.0,80.0,33.0,219.0
1989.0,Nicolas Cardenas,Colombia,22661.0,4882.0,3174.0,2105.0,1180.0,698.0,557.0,607.0,567.0,3257.0,318.0,1826.0,1862.0,967.0,329.0,80.0,33.0,219.0
1990.0,Agustin Torres,Chile,22663.0,3706.0,4318.0,2257.0,1862.0,698.0,557.0,607.0,607.0,1158.0,727.0,1826.0,2610.0,328.0,1070.0,80.0,33.0,219.0
1990.0,Luigi Nicola Castoro Macho,Venezuela,22663.0,1541.0,1440.0,4247.0,1862.0,698.0,557.0,607.0,607.0,1281.0,727.0,1826.0,3576.0,2292.0,1070.0,80.0,33.0,219.0
1990.0,Pablo Matias Castillo Mora,Chile,22663.0,2090.0,2237.0,1870.0,1862.0,698.0,557.0,607.0,607.0,3043.0,727.0,1826.0,2514.0,2623.0,1070.0,80.0,33.0,219.0
1993.0,Vicente Agustín Seckel Ticona,Chile,22673.0,2333.0,3124.0,1625.0,1681.0,698.0,557.0,607.0,607.0,4039.0,727.0,1100.0,1550.0,2623.0,1070.0,80.0,33.0,219.0
1993.0,Juan Esteban Ramírez,Colombia,22673.0,1792.0,2651.0,3159.0,1862.0,698.0,557.0,607.0,607.0,2147.0,727.0,1826.0,2015.0,2623.0,1070.0,80.0,33.0,219.0
1995.0,César Enrique Santamaría,Colombia,22675.0,3231.0,3041.0,2728.0,1394.0,698.0,557.0,607.0,607.0,2913.0,727.0,1826.0,1678.0,1266.0,1070.0,80.0,33.0,219.0
1996.0,Leonardo Sarkis Leite,Brazil,22678.0,71.0,929.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,2483.0,2623.0,1070.0,80.0,33.0,219.0
1997.0,Guilherme Morgado Fonseca,Brazil,22696.0,2693.0,4083.0,2711.0,1385.0,698.0,557.0,607.0,607.0,1612.0,727.0,1586.0,1405.0,2623.0,1070.0,80.0,33.0,219.0
1998.0,Juan Marcelo Leon Copali,Bolivia,22697.0,2522.0,3677.0,1336.0,946.0,698.0,557.0,111.0,607.0,1774.0,727.0,1826.0,5994.0,636.0,1070.0,80.0,33.0,103.0
1999.0,Alberto Vinicius,Brazil,22699.0,1810.0,591.0,2989.0,1862.0,698.0,557.0,243.0,607.0,770.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2000.0,Matías Andrés Sandoval López,Chile,22702.0,3610.0,2891.0,2387.0,1862.0,698.0,557.0,376.0,607.0,2885.0,727.0,1826.0,2119.0,1266.0,559.0,80.0,33.0,219.0
2001.0,Jorge Godoy Gutiérrez,Chile,22704.0,2724.0,2188.0,1916.0,1508.0,698.0,557.0,607.0,462.0,4039.0,727.0,533.0,2978.0,2623.0,812.0,80.0,33.0,219.0
2002.0,Francisco Magno Medonça,Brazil,22709.0,3231.0,1666.0,4247.0,1862.0,698.0,557.0,607.0,607.0,2182.0,727.0,1826.0,474.0,2623.0,1070.0,80.0,33.0,219.0
2003.0,Juan Sebastián Mayorga Cadavid,Colombia,22715.0,1148.0,1344.0,1139.0,1065.0,698.0,557.0,607.0,607.0,2978.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2004.0,Benjamín Matías Aballay Palma,Chile,22731.0,3209.0,4015.0,4247.0,1862.0,698.0,557.0,607.0,607.0,1820.0,727.0,936.0,1824.0,666.0,624.0,80.0,33.0,219.0
2005.0,Lucas Palomino Linares,Colombia,22732.0,5524.0,2478.0,2768.0,1862.0,698.0,557.0,607.0,607.0,2159.0,727.0,1826.0,1544.0,538.0,505.0,80.0,33.0,219.0
2006.0,Nicolás Francisco Camacho,Colombia,22737.0,4111.0,2962.0,2822.0,1862.0,698.0,557.0,539.0,607.0,1673.0,727.0,1826.0,1617.0,1334.0,1070.0,80.0,33.0,219.0
2006.0,Renato Coelho Mathias Duarte,Brazil,22737.0,557.0,2928.0,1451.0,1862.0,698.0,557.0,607.0,607.0,1954.0,727.0,1367.0,5397.0,2623.0,1070.0,80.0,33.0,219.0
2008.0,Aneider Granobles,Colombia,22747.0,1587.0,1070.0,2246.0,1862.0,698.0,557.0,607.0,607.0,941.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2009.0,Gustavo Lima de Souza,Brazil,22750.0,3966.0,2394.0,2309.0,1473.0,698.0,557.0,607.0,607.0,2676.0,727.0,1826.0,885.0,2623.0,1070.0,80.0,33.0,219.0
2010.0,Jorge Francisco Bustamante,Peru,22763.0,2843.0,1600.0,3207.0,1862.0,698.0,557.0,607.0,607.0,2777.0,727.0,1826.0,2021.0,2029.0,1070.0,80.0,33.0,219.0
2011.0,Davis Collazos,Peru,22782.0,2395.0,2820.0,2277.0,1862.0,698.0,557.0,607.0,607.0,658.0,727.0,1826.0,3723.0,2623.0,1070.0,80.0,33.0,219.0
2011.0,Jose Miguel Jaramillo Betancur,Colombia,22782.0,858.0,628.0,354.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2013.0,Tomás Harry,Argentina,22799.0,2432.0,761.0,4247.0,1862.0,698.0,557.0,607.0,607.0,2531.0,727.0,1826.0,3159.0,1383.0,1070.0,80.0,33.0,219.0
2014.0,Maurício Amaral da Costa,Brazil,22800.0,1867.0,2928.0,1283.0,1008.0,599.0,511.0,607.0,607.0,2343.0,727.0,301.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2014.0,Andrés Mauricio Molina Rondón,Colombia,22800.0,3912.0,1317.0,3024.0,1862.0,698.0,557.0,607.0,607.0,2335.0,727.0,1826.0,3880.0,575.0,541.0,80.0,33.0,219.0
2016.0,Rafael Vinhal Vaz Rodrigues,Brazil,22815.0,2073.0,1840.0,4247.0,1862.0,698.0,557.0,607.0,607.0,2588.0,727.0,1826.0,2296.0,1731.0,824.0,80.0,33.0,219.0
2017.0,Davi Pontes das Neves,Brazil,22823.0,506.0,1182.0,2877.0,1862.0,698.0,557.0,607.0,607.0,1355.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2018.0,Rodrigo Guerra Quispe,Peru,22824.0,1637.0,4326.0,939.0,1862.0,698.0,557.0,607.0,607.0,613.0,727.0,232.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2019.0,Alejandro Isrrael Celi Zúñiga,Ecuador,22830.0,4088.0,3373.0,1685.0,1862.0,698.0,557.0,607.0,607.0,1754.0,727.0,1826.0,1021.0,2623.0,1070.0,80.0,33.0,219.0
2019.0,Bernardo Elias Esposito,Brazil,22830.0,909.0,2700.0,2110.0,1862.0,698.0,557.0,607.0,607.0,1425.0,423.0,913.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2021.0,Randy Ariel Seguel Fuentealba,Chile,22836.0,4027.0,2522.0,2273.0,1862.0,698.0,557.0,607.0,607.0,1483.0,727.0,1826.0,2927.0,1734.0,654.0,80.0,33.0,219.0
2022.0,Bernardo Rivera da Silva,Bolivia,22841.0,3065.0,1632.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,514.0,1826.0,1647.0,138.0,1070.0,80.0,33.0,219.0
2023.0,João Francisco Stolle Paixão e Casarões,Brazil,22852.0,5821.0,1643.0,2938.0,1585.0,633.0,557.0,607.0,338.0,2619.0,360.0,1102.0,2330.0,1005.0,982.0,80.0,33.0,219.0
2024.0,Said Jassin Cifuentes Jaimes,Colombia,22857.0,2851.0,4844.0,1387.0,1862.0,698.0,557.0,607.0,607.0,576.0,727.0,1826.0,3300.0,1613.0,1070.0,80.0,33.0,219.0
2025.0,Roger Sullón Sanchez,Peru,22861.0,2164.0,2590.0,4247.0,1069.0,698.0,557.0,607.0,607.0,1830.0,727.0,934.0,2806.0,2623.0,1070.0,80.0,33.0,219.0
2026.0,Luis Alberto Flores Pari,Peru,22862.0,2651.0,1674.0,1120.0,1862.0,698.0,557.0,607.0,607.0,514.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2027.0,Anibal Muñoz,Venezuela,22873.0,4556.0,2679.0,2547.0,1862.0,698.0,557.0,607.0,607.0,2248.0,727.0,1826.0,1218.0,1339.0,1070.0,80.0,33.0,219.0
2028.0,Felipe Dias Ferreira,Brazil,22881.0,322.0,1623.0,4247.0,1862.0,698.0,557.0,353.0,138.0,606.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,122.0
2029.0,Irvin Jhosep Abanto Polo,Peru,22885.0,1110.0,3817.0,548.0,806.0,698.0,557.0,607.0,607.0,1563.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2030.0,Emerson Fabián Reyes Arias,Colombia,22888.0,1653.0,1929.0,4247.0,1862.0,698.0,557.0,607.0,607.0,2098.0,727.0,1826.0,2052.0,2623.0,1070.0,80.0,33.0,219.0
2031.0,Fabián Contreras Rivero,Peru,22902.0,2208.0,1710.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,958.0,1454.0,1070.0,80.0,33.0,219.0
2032.0,Ivan Borgia Dardi,Brazil,22908.0,4804.0,826.0,4247.0,1862.0,698.0,557.0,607.0,607.0,3281.0,727.0,1826.0,1663.0,261.0,610.0,80.0,33.0,219.0
2033.0,Davi Dias de Oliveira,Brazil,22926.0,2560.0,2150.0,3012.0,1862.0,698.0,557.0,607.0,607.0,1791.0,727.0,1826.0,2504.0,2623.0,1070.0,80.0,33.0,219.0
2034.0,Oscar Javier Guerrero Cardenas,Colombia,22929.0,2238.0,1851.0,1041.0,683.0,396.0,319.0,607.0,607.0,2615.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2035.0,Mateo Perez Suarez,Colombia,22930.0,2007.0,3306.0,1056.0,1247.0,698.0,557.0,607.0,607.0,2173.0,727.0,1826.0,4236.0,2481.0,1070.0,80.0,33.0,219.0
2035.0,Jose David Padilla Gonzalez,Colombia,22930.0,4628.0,3091.0,1770.0,1072.0,393.0,557.0,607.0,607.0,3043.0,727.0,1826.0,2687.0,520.0,1070.0,80.0,33.0,219.0
2037.0,Alejandro Vega Rivera,Colombia,22935.0,3144.0,2270.0,1637.0,1862.0,698.0,557.0,607.0,607.0,2711.0,727.0,1826.0,4376.0,511.0,1070.0,80.0,33.0,219.0
2038.0,Nicolás Palacios,Peru,22947.0,1736.0,1070.0,1432.0,1862.0,698.0,557.0,607.0,607.0,1806.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2039.0,Gabriel Antonio Amezquita Vecino,Colombia,22954.0,2982.0,1810.0,3497.0,1862.0,698.0,557.0,607.0,607.0,1439.0,727.0,1826.0,2317.0,2623.0,1070.0,80.0,33.0,219.0
2040.0,Isaque Tamarozi,Brazil,22955.0,3056.0,1666.0,3271.0,1862.0,698.0,557.0,560.0,607.0,2309.0,727.0,1826.0,1791.0,2623.0,1070.0,80.0,33.0,219.0
2041.0,Leonardo Fabricio Rivera Chamorro,Ecuador,22972.0,1384.0,3861.0,1156.0,907.0,578.0,557.0,607.0,607.0,743.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2042.0,Carlos Muñoz,Chile,22980.0,676.0,2160.0,595.0,469.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2043.0,Santiago Cedeño,Ecuador,22981.0,2508.0,1554.0,2823.0,1862.0,698.0,557.0,607.0,607.0,1213.0,727.0,1826.0,3974.0,2623.0,1070.0,80.0,33.0,219.0
2044.0,Santiago David Mata Marcos,Ecuador,22986.0,4083.0,1092.0,4247.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,636.0,603.0,1070.0,80.0,33.0,219.0
2045.0,Francisco Muñoz,Chile,23000.0,1347.0,1281.0,1391.0,1862.0,698.0,557.0,607.0,607.0,2078.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2046.0,Axel Matias López Gutiérrez,Colombia,23006.0,3426.0,4241.0,1715.0,1862.0,698.0,557.0,607.0,607.0,2026.0,727.0,1826.0,2082.0,2100.0,200.0,80.0,33.0,219.0
2047.0,Camila Souza Dias,Brazil,23010.0,5133.0,3872.0,2508.0,1543.0,698.0,557.0,607.0,540.0,2849.0,117.0,1826.0,578.0,780.0,1070.0,80.0,33.0,219.0
2048.0,Juan Ernesto Saavedra Casadiegos,Colombia,23016.0,900.0,4125.0,706.0,1862.0,698.0,557.0,607.0,607.0,822.0,727.0,1826.0,5994.0,2623.0,630.0,80.0,33.0,219.0
2049.0,Manuela Betbeder Ribeiro,Brazil,23027.0,4832.0,1081.0,2712.0,1862.0,698.0,557.0,607.0,607.0,3399.0,727.0,1636.0,1709.0,1198.0,1070.0,80.0,33.0,219.0
2050.0,Andres Abdala,Bolivia,23029.0,4206.0,2386.0,2701.0,1557.0,698.0,557.0,607.0,607.0,2667.0,727.0,1826.0,906.0,2233.0,1019.0,80.0,33.0,219.0
2051.0,Fabrizzio José Trujillo Abello,Colombia,23032.0,596.0,1055.0,439.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2052.0,Julio Cabrera,Ecuador,23045.0,817.0,2435.0,1318.0,1862.0,698.0,557.0,607.0,607.0,1572.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2053.0,Sofia Calderon Gomez,Colombia,23048.0,2599.0,4336.0,4247.0,1862.0,698.0,557.0,607.0,607.0,2291.0,727.0,1826.0,390.0,899.0,1070.0,80.0,33.0,219.0
2054.0,Gerson Tejada,Peru,23049.0,1404.0,1607.0,4247.0,1862.0,698.0,557.0,607.0,607.0,774.0,727.0,254.0,5994.0,2623.0,756.0,80.0,33.0,219.0
2055.0,Juan Pablo Ospina Herrera,Colombia,23053.0,4407.0,2181.0,2649.0,1862.0,698.0,557.0,607.0,607.0,1954.0,727.0,1826.0,1307.0,2269.0,1070.0,80.0,33.0,219.0
2055.0,Domingo Vio,Chile,23053.0,2541.0,2497.0,3008.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,2360.0,589.0,803.0,80.0,33.0,219.0
2057.0,John Anderson Delgado Lavado,Peru,23056.0,896.0,2731.0,2121.0,1862.0,698.0,557.0,607.0,607.0,405.0,727.0,1826.0,5994.0,2623.0,1070.0,80.0,33.0,219.0
2058.0,Alejandro Rivera Suaza,Colombia,23068.0,2463.0,846.0,1202.0,1862.0,698.0,557.0,607.0,607.0,4039.0,727.0,1826.0,3609.0,2623.0,1070.0,80.0,33.0,219.0
2059.0,José María Pinto,Ecuador,23078.0,3597.0,4241.0,2438.0,1862.0,698.0,557.0,607.0,607.0,2010.0,727.0,1186.0,523.0,2623.0,1070.0,80.0,33.0,219.0
