Rank,name,Country,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
2260.0,Ulrich Gaum,South Africa,6601.0,2118.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2261.0,Ayhem Bou Abid,Tunisia,6604.0,2121.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2261.0,Omar Khaled Hamed,Egypt,6604.0,2371.0,1453.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2263.0,Zahraa Hassim,South Africa,6605.0,2287.0,1538.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2264.0,Mohamed Yacine Ejmaii,Tunisia,6606.0,2123.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2264.0,Sid Wang,South Africa,6606.0,2123.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2266.0,Youssef Michael Anis Abadir,Egypt,6609.0,2126.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2267.0,Mohamed Islam Tobni,Algeria,6610.0,2127.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2268.0,Connor Prentice,South Africa,6611.0,2477.0,1354.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2269.0,Djebril Zidour,Algeria,6613.0,2130.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2270.0,Johann Van Jaarsveld,South Africa,6615.0,2132.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2271.0,Ricky Marketos,South Africa,6617.0,2134.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2272.0,Akang Alex,Nigeria,6618.0,2135.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2273.0,Krinar Sewpawl,South Africa,6621.0,2138.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2273.0,Liam Hewitson,South Africa,6621.0,2358.0,1483.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2275.0,Yassin Ahmed Abdallah Elhawy,Egypt,6622.0,2412.0,1430.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2276.0,Alla Eddine Mustapha Taleb,Algeria,6623.0,2140.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2277.0,Sebastian Mara Henn,South Africa,6626.0,2143.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2277.0,Mohammed Cassim,South Africa,6626.0,2301.0,1545.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2279.0,Nasrallah Bourjouh,Algeria,6627.0,2144.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2279.0,Mootez El Bedoui,Tunisia,6627.0,2705.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,450.0,314.0,89.0,3.0
2281.0,Kate Vineall,South Africa,6631.0,2281.0,1570.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2281.0,Akiva Yach,South Africa,6631.0,2854.0,997.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2283.0,Shivesh Narsai,South Africa,6632.0,2149.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2283.0,Sarra Bannour,Tunisia,6632.0,2737.0,1526.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,600.0,314.0,89.0,3.0
2285.0,Mohamed Amine Ayadi,Tunisia,6633.0,2457.0,1590.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,817.0,314.0,89.0,3.0
2285.0,Abdelghani Nadji,Algeria,6633.0,2150.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2287.0,Nouha Chouihi,Tunisia,6634.0,2484.0,1370.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2288.0,Taher Ajmi,Tunisia,6636.0,2377.0,1632.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,858.0,314.0,89.0,3.0
2289.0,Imran Sydney,South Africa,6638.0,2155.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2290.0,Alec Pratt,South Africa,6639.0,2156.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2291.0,Khadidja Bouziane,Algeria,6640.0,2157.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2292.0,Rime Rhfouda,Morocco,6641.0,2158.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2293.0,Yonatan Rabinowitz,South Africa,6642.0,2488.0,1374.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2294.0,Aziz Korbi,Tunisia,6643.0,2533.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,638.0,314.0,89.0,3.0
2295.0,Cheryl Allen,South Africa,6644.0,2161.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2296.0,Ayoub Chalal,Algeria,6645.0,2162.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2297.0,Andre Ross,South Africa,6646.0,2163.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2298.0,Leo Bachmann,South Africa,6648.0,2165.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2299.0,Fatima Oulad Laid,Algeria,6649.0,2166.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2300.0,Etienne Theron,South Africa,6650.0,2167.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2301.0,Omar Amin Ahmed Gamal Eldin Khalil,Egypt,6651.0,2168.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2301.0,Lamiss Besbes,Tunisia,6651.0,2663.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,516.0,314.0,89.0,3.0
2301.0,Lina Tayari,Tunisia,6651.0,2854.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,325.0,314.0,89.0,3.0
2304.0,Owais Jacobs,South Africa,6652.0,2195.0,1677.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2304.0,Omar Benchbana,Morocco,6652.0,2632.0,1240.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2306.0,Carol Michael Anis,Egypt,6653.0,2170.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2307.0,Rawya Mahmoud Abdelaziz,Egypt,6655.0,2172.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2308.0,Adam Said Sakhi,Algeria,6656.0,2173.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2309.0,Ela Ben Saad,Tunisia,6657.0,2315.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,870.0,314.0,89.0,3.0
2310.0,Chihab Eddine Boutichane,Algeria,6658.0,2175.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2311.0,Sagda Eid,Egypt,6659.0,2176.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2312.0,Moadh Cherif,Tunisia,6660.0,2177.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2313.0,Emma Unthank,South Africa,6661.0,2178.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2314.0,Nour Elhouda Jebali,Tunisia,6664.0,2181.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2314.0,Ayoum Zibouche,Algeria,6664.0,2854.0,1030.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2316.0,Ahmed Yacine Atoussi,Algeria,6665.0,2182.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2317.0,Mvelo Sibusiso Jacobs,South Africa,6666.0,2183.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2317.0,Ali Rached Hadjine,Algeria,6666.0,2470.0,1416.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2319.0,Zac Tait,South Africa,6668.0,2185.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2320.0,Omar El Mountacir,Morocco,6670.0,2322.0,1568.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2321.0,Loic Martin,Mauritius,6671.0,2188.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2322.0,Francois van Schalkwyk,South Africa,6672.0,2189.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2323.0,Damien Els,South Africa,6674.0,2191.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2323.0,Pieterjohn Truter,South Africa,6674.0,2538.0,1356.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2325.0,Logeen Mohamed Fauthi,Egypt,6675.0,2192.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2326.0,Omotola Ajibade,South Africa,6676.0,2193.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2327.0,Youssef Ouenniche,Tunisia,6677.0,2194.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2327.0,Ibrahim Saddour,Tunisia,6677.0,2212.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,993.0,314.0,89.0,3.0
2329.0,Daniyal Gamildien,South Africa,6680.0,2197.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2330.0,Chimnonso Abah,Nigeria,6682.0,2199.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2331.0,Mohamed Reda Moussouni,Algeria,6683.0,2200.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2331.0,Onyegbu Chiamaka Elizabeth,Nigeria,6683.0,2200.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2333.0,Janus Roberts,South Africa,6685.0,2202.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2333.0,Bianca Curitz,South Africa,6685.0,2202.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2335.0,Sondos Amr,Egypt,6692.0,2209.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2335.0,Abdennour Chami,Algeria,6692.0,2209.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2337.0,Jack Milligan,South Africa,6694.0,2211.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2338.0,Abderrahmane Chegroune,Algeria,6696.0,2213.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2339.0,Oussema Sgheir,Tunisia,6698.0,2215.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2340.0,Mohamed Oussama Difallah,Algeria,6703.0,2220.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2341.0,Lefa Nicholas Motlepa,South Africa,6704.0,2221.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2342.0,Mandresy Aaron Ramorasata,Madagascar,6705.0,2222.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2343.0,Maroua Meftah,Algeria,6706.0,2223.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2344.0,Rameez Ebrahim,South Africa,6708.0,2269.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,270.0,89.0,3.0
2344.0,Rihab Massaoudi,Tunisia,6708.0,2235.0,1693.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2346.0,Osama Haythm Mohamed,Egypt,6709.0,2226.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2346.0,Yacine Hanafi,Algeria,6709.0,2226.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2348.0,Angus Dippenaar,South Africa,6711.0,2228.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2349.0,Anjorin Oluwajare,Nigeria,6712.0,2854.0,1078.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2350.0,Asad Martinus,South Africa,6713.0,2230.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2350.0,Aisha Mohamed Ali,Egypt,6713.0,2493.0,1440.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2352.0,Janté Jurgens du Plessis,South Africa,6714.0,2231.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2353.0,Naela Akrour,Algeria,6716.0,2233.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2353.0,Anes Bayoudh,Tunisia,6716.0,2233.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2355.0,Mohamed Ben Brahim,Tunisia,6717.0,2673.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,572.0,314.0,89.0,3.0
2356.0,Hamza Mohammed Ramadan,Egypt,6720.0,2344.0,1596.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2357.0,Yusuf bin Ridwaan Osman,South Africa,6721.0,2238.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2358.0,Ross Lakey,South Africa,6722.0,2239.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2359.0,Younes Arab,Algeria,6723.0,2240.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2360.0,Mohamed Meradi,Algeria,6724.0,2241.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2361.0,Trevor Nell,South Africa,6725.0,2242.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2362.0,Malak Haddou,Algeria,6728.0,2245.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2363.0,Maram Ben Brahim,Tunisia,6730.0,2247.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2364.0,Lawrence Grobler,South Africa,6731.0,2612.0,1531.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,844.0,289.0,89.0,3.0
2365.0,El Hassani Mohamed Zakaria,Morocco,6732.0,2249.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2366.0,Peyton Van Der Ross,South Africa,6733.0,2250.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2366.0,Deeve Gudka,Kenya,6733.0,2460.0,1493.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2368.0,Yassine Benaissa,Algeria,6734.0,2251.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2368.0,Dorothea Lotter,South Africa,6734.0,2615.0,1598.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,761.0,305.0,89.0,3.0
2370.0,Conrad Blom,South Africa,6735.0,2252.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2371.0,Mark Doyle,South Africa,6736.0,2404.0,1552.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2372.0,Tiag Jacobs,South Africa,6739.0,2256.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2373.0,Nathan Poulter,South Africa,6740.0,2854.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,414.0,314.0,89.0,3.0
2373.0,Chehd Talhi,Algeria,6740.0,2257.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2375.0,Shay Aj Hardavnarain,South Africa,6743.0,2260.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2376.0,Mohamed Bourouche,Algeria,6744.0,2406.0,1558.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2376.0,Brian Scott-Emuakpor,Nigeria,6744.0,2261.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2378.0,Mohamed Helmi Zarai,Tunisia,6745.0,2262.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2379.0,Youssef Romdhani,Tunisia,6748.0,2265.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2380.0,Simeon Schutte,South Africa,6749.0,2266.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2381.0,Abdelbari Bourjouh,Algeria,6750.0,2267.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2382.0,Randykael Rasoanarivo,Madagascar,6751.0,2268.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2383.0,Nicholas Smart,South Africa,6752.0,2342.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,938.0,314.0,89.0,3.0
2384.0,Ceryne Koulache,Algeria,6754.0,2271.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2385.0,Machaba Sekgota,South Africa,6758.0,2275.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2386.0,Gabriella Munanie Mutiga,Kenya,6759.0,2276.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2387.0,Mohamed Tarek Shaban,Egypt,6760.0,2277.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2388.0,Mohamed Fazel Khan,South Africa,6762.0,2279.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2389.0,Kejin Zeng,South Africa,6763.0,2280.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2390.0,Meriem Kouadria,Algeria,6765.0,2489.0,1496.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2391.0,Niel Steenkamp,South Africa,6766.0,2513.0,1473.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2391.0,Adriaan Jacobs,South Africa,6766.0,2517.0,1469.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2391.0,Nolan Lakay,South Africa,6766.0,2473.0,1513.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2394.0,Hiba Oucief,Algeria,6767.0,2284.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2395.0,Enrico Dreyer,South Africa,6768.0,2285.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2396.0,Jorge Manuel Batista da Costa,Angola,6771.0,2288.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2397.0,Omar Mohamed Zakaria Wahdan,Egypt,6772.0,2605.0,1476.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,922.0,314.0,89.0,3.0
2397.0,Malek Amr,Egypt,6772.0,2289.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2397.0,Mohamed Yacine Torkmen,Tunisia,6772.0,2429.0,1563.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2400.0,Abdur Rahmaan,Mauritius,6773.0,2486.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,815.0,314.0,89.0,3.0
2401.0,Catryn de Mink,South Africa,6774.0,2291.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2402.0,Karthik Kara,South Africa,6775.0,2317.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,436.0,53.0,168.0,1011.0,314.0,89.0,3.0
2403.0,Ibrahim AbdulSalam,Nigeria,6776.0,2293.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2404.0,Chaimaa Moubarik,Morocco,6777.0,2294.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2405.0,Wafa Loubiri,Algeria,6778.0,2295.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2406.0,Maxwel Mutai,Kenya,6779.0,2527.0,1472.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2407.0,Sofia Sandjakeddine,Algeria,6782.0,2299.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2408.0,Christo Botha,South Africa,6783.0,2328.0,1675.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2409.0,Iyed Gabbouj,Tunisia,6785.0,2428.0,1577.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2409.0,Rahma Louhichi,Tunisia,6785.0,2391.0,1614.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2409.0,Sohial Ounnas,Algeria,6785.0,2302.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2409.0,Hana Mekhlouf,Algeria,6785.0,2302.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2413.0,Imaad Dalwai,South Africa,6787.0,2365.0,1642.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2413.0,Sasha Aaram Okware,Uganda,6787.0,2304.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
2415.0,Yehuda Hecht,South Africa,6789.0,2306.0,1703.0,385.0,158.0,57.0,40.0,17.0,24.0,461.0,53.0,168.0,1011.0,314.0,89.0,3.0
