Rank,name,Sum,333,222,444,555,666,777,333bf,333oh,clock,minx,pyram,skewb,sq1
189.0,Shahir Chowdhury,1084.0,93.0,296.0,105.0,46.0,18.0,13.0,2.0,90.0,5.0,36.0,231.0,119.0,30.0
189.0,Daian Mohammad Nusaib,1084.0,240.0,78.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,203.0,119.0,30.0
191.0,AF Mashrafi,1087.0,125.0,168.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
192.0,Zihad Afridi,1092.0,218.0,130.0,105.0,46.0,18.0,13.0,2.0,139.0,5.0,36.0,231.0,119.0,30.0
193.0,Shihab Uddin,1095.0,273.0,135.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,124.0,119.0,30.0
194.0,Aasim Bin Bakr,1096.0,120.0,296.0,105.0,46.0,18.0,13.0,2.0,75.0,5.0,36.0,231.0,119.0,30.0
195.0,Ahsan Faisal Zinnurain,1100.0,285.0,150.0,105.0,46.0,18.0,13.0,2.0,104.0,5.0,36.0,187.0,119.0,30.0
195.0,Rounok Yamani Riyan,1100.0,306.0,235.0,105.0,46.0,18.0,13.0,2.0,189.0,3.0,36.0,30.0,87.0,30.0
197.0,Taysir Rahman,1104.0,302.0,192.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,47.0,119.0,30.0
198.0,Zuhair Sadman Mahir,1105.0,166.0,206.0,105.0,46.0,18.0,13.0,2.0,128.0,5.0,36.0,231.0,119.0,30.0
199.0,Tazrif Yamshit Raim,1110.0,245.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,6.0,119.0,30.0
200.0,Nafees Aur Rakib,1112.0,143.0,216.0,105.0,46.0,18.0,13.0,2.0,148.0,5.0,36.0,231.0,119.0,30.0
201.0,Adiyan Bivaan Ashfaque,1116.0,336.0,218.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,53.0,65.0,30.0
202.0,Abir Ahmmed,1117.0,283.0,173.0,92.0,46.0,18.0,13.0,2.0,154.0,5.0,36.0,146.0,119.0,30.0
202.0,Tahmid Ahmed Raj,1117.0,27.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
204.0,Khondoker Fazle Rabbi Sourov,1118.0,194.0,211.0,105.0,46.0,18.0,13.0,2.0,149.0,5.0,36.0,206.0,103.0,30.0
205.0,Affan Nameer,1120.0,181.0,145.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
205.0,Sadeeb Bin Mohamed Moiz Uddin Chowdhury,1120.0,160.0,166.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
207.0,Muhammad Habib,1121.0,215.0,272.0,105.0,46.0,18.0,13.0,2.0,64.0,5.0,36.0,196.0,119.0,30.0
208.0,Faizan Masroor,1124.0,223.0,142.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,84.0,30.0
209.0,Raaid Bin Rahman,1127.0,262.0,165.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,137.0,119.0,30.0
210.0,Afshin Nur Ayad,1129.0,287.0,174.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,155.0,69.0,30.0
211.0,Noirhit Ghosh,1137.0,224.0,205.0,105.0,46.0,18.0,13.0,2.0,176.0,5.0,36.0,158.0,119.0,30.0
212.0,Mohammad Abdullah Islam,1140.0,261.0,162.0,105.0,46.0,18.0,13.0,2.0,159.0,5.0,36.0,184.0,119.0,30.0
213.0,Rahiqul Islam Alif,1144.0,211.0,228.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,166.0,95.0,30.0
213.0,Hasibul Hasan,1144.0,128.0,296.0,31.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
215.0,Mustakim Fil Umar,1150.0,237.0,194.0,105.0,46.0,18.0,13.0,2.0,132.0,5.0,36.0,213.0,119.0,30.0
215.0,Mohammad Taseen,1150.0,324.0,118.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,145.0,119.0,30.0
217.0,M Sadman Sakib,1153.0,227.0,167.0,105.0,46.0,18.0,13.0,2.0,184.0,5.0,36.0,201.0,119.0,30.0
218.0,Shimul Malakar,1156.0,232.0,196.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,165.0,119.0,30.0
219.0,Mohammod Umayr Hossain,1161.0,313.0,158.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,127.0,119.0,30.0
220.0,Kazi Khayruzzaman Meraj,1163.0,264.0,225.0,105.0,46.0,18.0,13.0,2.0,183.0,5.0,36.0,117.0,119.0,30.0
221.0,Al Zabir Siam,1164.0,144.0,296.0,105.0,46.0,18.0,13.0,2.0,119.0,5.0,36.0,231.0,119.0,30.0
222.0,Adib Mahmood Raiyan,1167.0,310.0,216.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,78.0,119.0,30.0
223.0,Soham Khisa,1170.0,80.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
224.0,Tashrif Shahriar Rhyme,1172.0,253.0,125.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
225.0,Anoy Kumar Sutradhar,1174.0,205.0,177.0,105.0,44.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
226.0,Shefa Tun Noor,1177.0,177.0,296.0,72.0,32.0,18.0,13.0,2.0,150.0,5.0,32.0,231.0,119.0,30.0
227.0,Mainul Islam Munabbir,1179.0,326.0,232.0,105.0,46.0,18.0,13.0,2.0,186.0,5.0,36.0,70.0,110.0,30.0
227.0,Imtiaz Ahsan Jami,1179.0,198.0,296.0,79.0,46.0,18.0,13.0,2.0,106.0,5.0,36.0,231.0,119.0,30.0
229.0,Faiaz Bin Mustafa,1181.0,327.0,238.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,57.0,115.0,30.0
230.0,Sajid Hussain Khan,1182.0,213.0,175.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
231.0,Ruaife Islam,1190.0,363.0,221.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,100.0,62.0,30.0
232.0,Soumil Karmoker,1194.0,133.0,296.0,105.0,46.0,18.0,13.0,2.0,160.0,5.0,36.0,231.0,119.0,30.0
233.0,Faizan Afraz,1195.0,250.0,246.0,105.0,46.0,18.0,13.0,2.0,144.0,5.0,36.0,181.0,119.0,30.0
234.0,Aninda Shingha Roy,1199.0,233.0,210.0,105.0,46.0,18.0,13.0,2.0,151.0,5.0,36.0,231.0,119.0,30.0
235.0,Talukdar Abrar Adib,1200.0,259.0,188.0,105.0,46.0,18.0,13.0,2.0,188.0,5.0,36.0,197.0,116.0,27.0
236.0,Ahnaf Anan,1206.0,206.0,206.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
237.0,Sudipto Shahnawaz Shanto,1212.0,209.0,209.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
238.0,Soham Bhattacharjee Ishan,1213.0,267.0,193.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,190.0,119.0,30.0
239.0,Monjurul Islam Siam,1214.0,124.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
240.0,Tawassaf Abid Tanbir,1218.0,271.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,88.0,119.0,30.0
241.0,Sahabi Mahmud Aunonto,1220.0,130.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
242.0,Zuhair Hassan,1223.0,301.0,190.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,169.0,119.0,30.0
242.0,Nasib Ibn Shah,1223.0,167.0,296.0,105.0,46.0,18.0,13.0,2.0,155.0,5.0,36.0,231.0,119.0,30.0
242.0,Rakibul Islam Rony,1223.0,269.0,208.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,71.0,30.0
245.0,Rafidul Islam Rafid,1224.0,189.0,241.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
246.0,Sayhan Huda Nirjhar,1227.0,254.0,179.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
247.0,Azmain Ahnaf Larib,1228.0,246.0,188.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
248.0,SM Washiq Sufwan,1229.0,291.0,213.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,162.0,119.0,30.0
249.0,Mashurul Alam Mehedi,1230.0,140.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
250.0,Nakib Mahdy,1231.0,141.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
251.0,Saif Alam,1242.0,152.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
252.0,Sarowar Alam Sabit,1243.0,212.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,172.0,119.0,30.0
253.0,Afi Noor,1244.0,207.0,243.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
254.0,Muhammad Kowsar,1246.0,231.0,296.0,105.0,46.0,18.0,13.0,2.0,114.0,5.0,36.0,231.0,119.0,30.0
255.0,Kaif Ferdous Meyad,1247.0,285.0,254.0,105.0,46.0,18.0,13.0,2.0,180.0,5.0,36.0,154.0,119.0,30.0
255.0,Abdul Moniem Tanvir,1247.0,400.0,202.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,83.0,118.0,30.0
257.0,Arash Bin Ashfaq,1251.0,353.0,234.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,101.0,119.0,30.0
257.0,Mahmood Bin Motahar,1251.0,161.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
259.0,Muhib Ullah Pronoy,1253.0,163.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
260.0,Ananna Mahzabin Chowdhury,1254.0,278.0,182.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
260.0,Rian Alam,1254.0,333.0,186.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,60.0,30.0
262.0,Pulok Mondal,1255.0,172.0,296.0,98.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
263.0,Nafiur Rahman,1259.0,169.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
264.0,Abid Hassan,1260.0,170.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
265.0,Yeasar Nirzhor,1262.0,416.0,184.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,99.0,119.0,30.0
266.0,Arif Hossain Shakib,1263.0,173.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
266.0,Mohammad Muktadir Karim Tasin,1263.0,366.0,249.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,85.0,119.0,30.0
268.0,Mashrur Rukon Turjo,1264.0,174.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
269.0,Rahul Farhan,1265.0,323.0,229.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,194.0,83.0,22.0
270.0,Dawood Arshan Chowdhury,1267.0,247.0,252.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,205.0,119.0,30.0
270.0,Mustakim Ur Rashid,1267.0,195.0,296.0,105.0,46.0,18.0,13.0,2.0,171.0,5.0,36.0,231.0,119.0,30.0
272.0,Ahmed Shahriar Sohan,1272.0,357.0,253.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,120.0,98.0,30.0
273.0,Tahmidul Islam Ilman,1274.0,268.0,212.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
274.0,Humayun Kabir Maruf,1275.0,309.0,269.0,105.0,46.0,18.0,13.0,2.0,179.0,5.0,36.0,144.0,119.0,30.0
275.0,Mohammad Mahmudul Hasan Likhon,1277.0,187.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
276.0,Nafi Mustanir Alam,1278.0,339.0,248.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,128.0,119.0,30.0
277.0,Priyanto Debnath,1280.0,342.0,239.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,148.0,107.0,30.0
278.0,Tawsif Ash Sami,1281.0,279.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,143.0,119.0,30.0
278.0,Syed Adiat Hasan,1281.0,416.0,190.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,112.0,119.0,30.0
280.0,Raghib Nihal,1282.0,192.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
281.0,Rai Ahmed,1283.0,266.0,223.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
282.0,Abdulla Al Shahariar,1286.0,196.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
282.0,Tazreean Shahariyr,1286.0,288.0,204.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
284.0,Musfique Rahman Mahin,1289.0,199.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
285.0,Hasan Sami,1290.0,217.0,296.0,105.0,46.0,18.0,13.0,2.0,172.0,5.0,36.0,231.0,119.0,30.0
286.0,Sharjeel Ahmed,1294.0,371.0,201.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,47.0,30.0
287.0,Shafeen Mahmud,1295.0,314.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,122.0,119.0,30.0
287.0,Zamil Hoque Siddique,1295.0,244.0,257.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
289.0,Mohammad Mustahsen Muyeed,1300.0,316.0,236.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,73.0,30.0
289.0,Hamid Yousuf Fariss,1300.0,272.0,250.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,215.0,119.0,30.0
291.0,Luvdhak Sur Chowdhury,1304.0,214.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
292.0,Faris Khan,1305.0,331.0,281.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,138.0,111.0,30.0
293.0,Shafkat Amin Nafis,1307.0,226.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,222.0,119.0,30.0
294.0,Tamim Anaf,1309.0,219.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
295.0,Yasir Abdullah,1310.0,220.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
296.0,Abeer Ahmed,1311.0,221.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
297.0,Ahsanullah Khan,1312.0,347.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,106.0,119.0,30.0
298.0,Tanvir Ahmed,1314.0,275.0,245.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
299.0,Susmeet Banik,1315.0,225.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
300.0,Joyjit Rudra,1316.0,308.0,214.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
301.0,Mashrafiul Bari,1318.0,243.0,296.0,105.0,46.0,18.0,13.0,2.0,174.0,5.0,36.0,231.0,119.0,30.0
301.0,Raiyan Abdullah,1318.0,228.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
301.0,Ahnaf Sultan Rahman,1318.0,282.0,242.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
304.0,Mohammad Forhad Hossain,1319.0,284.0,266.0,105.0,46.0,18.0,13.0,2.0,178.0,5.0,36.0,231.0,105.0,30.0
304.0,Kazi Yeameen Rahman,1319.0,229.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
306.0,Mahir Abid Akkho,1320.0,230.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
307.0,Faiyaz Mahir Ahmed,1321.0,299.0,260.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,199.0,119.0,30.0
308.0,Abdullah Al Sami,1323.0,233.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
308.0,Simanto Tabrej,1323.0,233.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
310.0,Shudipto Siam,1324.0,251.0,279.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
311.0,Rakin Rahman,1328.0,238.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
312.0,Quazi Irfan Sadiq,1336.0,320.0,222.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
312.0,Arefin Islam Ramin,1336.0,341.0,264.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,56.0,30.0
314.0,Ziyad Ur Rahman,1338.0,248.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
315.0,SM Tahmidul Hoque,1339.0,249.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
316.0,Sagnik Roi,1340.0,416.0,283.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,78.0,119.0,30.0
317.0,Leonardo Hazra,1341.0,296.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,186.0,119.0,30.0
318.0,Samin Towsif,1342.0,252.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
319.0,Mahi Rahman Sarker,1344.0,300.0,296.0,105.0,46.0,18.0,13.0,2.0,163.0,5.0,36.0,211.0,119.0,30.0
320.0,Shafin Rahman,1347.0,303.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,185.0,119.0,30.0
321.0,Saifur Rahman,1348.0,346.0,231.0,87.0,42.0,18.0,13.0,2.0,189.0,5.0,35.0,231.0,119.0,30.0
321.0,Fahim Hossain,1348.0,335.0,219.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
321.0,Adeeb Ibrahim Khalil Ullah,1348.0,319.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,170.0,119.0,30.0
324.0,Sameeh Ahmed,1351.0,304.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,188.0,119.0,30.0
325.0,Samin Noor,1359.0,294.0,296.0,105.0,46.0,18.0,13.0,2.0,177.0,5.0,36.0,218.0,119.0,30.0
326.0,Noman Hasan Fahim,1360.0,270.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
327.0,Wasi Ahnaf Zarif,1361.0,364.0,251.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,183.0,119.0,30.0
328.0,Muhammad Rashik Abrar,1364.0,274.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
329.0,Ahmed Rafid,1366.0,276.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
330.0,Shahriar Khan Apon,1370.0,321.0,277.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,209.0,119.0,30.0
330.0,Shah Mohammad Tafhim,1370.0,280.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
332.0,Sabyashachi Roy,1371.0,349.0,259.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,200.0,119.0,30.0
332.0,Md Emamim Mubin Hamim,1371.0,281.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
334.0,Abujor Gifari Nafi,1372.0,362.0,230.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,217.0,119.0,30.0
334.0,Hillol Ahad Apon,1372.0,351.0,227.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
336.0,Shahran Hossain,1379.0,289.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
337.0,Mustabi Azmine,1380.0,290.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
338.0,Nehal Karim,1382.0,345.0,243.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
338.0,Sayed Al Shayan,1382.0,292.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
340.0,Safwan Mihir,1385.0,325.0,289.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,208.0,119.0,30.0
340.0,Farhan Sadiq Ahmad,1385.0,295.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
342.0,Shrijit Roy,1387.0,305.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,223.0,119.0,30.0
342.0,Ridoy Karmoker Rudro,1387.0,297.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
344.0,Mashfikuzzaman Taeen,1388.0,298.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
344.0,Bakhsh Mohammed Mahanna,1388.0,416.0,178.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
346.0,Amantu Khan,1392.0,348.0,274.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,207.0,119.0,30.0
347.0,Syeda Tasfiah Jahin,1395.0,343.0,258.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
348.0,Shirajus Salekin,1397.0,376.0,292.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,172.0,113.0,30.0
348.0,Shehran Salam,1397.0,307.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
348.0,Irtisum Abtahi Rahman,1397.0,373.0,247.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,214.0,119.0,30.0
348.0,Ismail Hossain,1397.0,416.0,187.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
352.0,Imon Barua,1400.0,350.0,256.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
352.0,Abid Mahmud,1400.0,312.0,296.0,105.0,46.0,18.0,13.0,2.0,187.0,5.0,36.0,231.0,119.0,30.0
354.0,Syed Samirul Islam Khan,1401.0,311.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
354.0,Sheikh Ridwan Ahad,1401.0,352.0,255.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
356.0,Sohi Rahman Sarker,1402.0,375.0,233.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
356.0,Muhammad Refat Hossain,1402.0,330.0,278.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
358.0,Farhan Faiaze,1403.0,385.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,159.0,119.0,30.0
359.0,Rafat Al Misbah,1405.0,315.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
360.0,Muhtasim Fuad Ahnaf,1406.0,416.0,280.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,147.0,119.0,30.0
360.0,Tanbin Rahim,1406.0,337.0,275.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
362.0,Mohammad Mubin Hasan,1407.0,317.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
362.0,Muhammad Abir Hasan,1407.0,370.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,178.0,119.0,30.0
364.0,Tabeeb Ar Rahman,1410.0,354.0,262.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
364.0,Ishak Abdullah Muhammad,1410.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,135.0,119.0,30.0
366.0,Shabib Al Sahil,1412.0,322.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
366.0,Intekhab Haider Khan,1412.0,416.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,210.0,46.0,30.0
366.0,Nusayr Abdullah Bin Rizwan,1412.0,398.0,294.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,172.0,104.0,30.0
369.0,Ishaan Huq,1418.0,328.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
369.0,Bisshash Ishan Arian,1418.0,416.0,271.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,168.0,119.0,30.0
371.0,Mohammad Ahbab Kabir,1419.0,329.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
372.0,Mustafa Taiwan Araf,1422.0,332.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
373.0,Md Ahnaf Rashid Rayat,1424.0,365.0,268.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,228.0,119.0,30.0
373.0,Aymaan Rahman,1424.0,334.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
375.0,Raheel Shayaan,1428.0,338.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
376.0,Syed Faraz Abrar,1430.0,340.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
376.0,Mahim Bin Aziz,1430.0,416.0,220.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,231.0,119.0,30.0
378.0,Mohammad Sharaf Shafayet Zaman,1433.0,397.0,296.0,105.0,46.0,18.0,13.0,2.0,189.0,5.0,36.0,195.0,101.0,30.0
