Rank,name,Sum,333,222,444,555,666,777,333oh,clock,minx,pyram,skewb,sq1
1.0,Lucas Jacobs,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,Connor Roebuck,24.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
