Rank,name,Sum,333,222,444,555,666,777,333bf,333oh,clock,minx,pyram,skewb,sq1
163.0,Emirlan Omorbekov (Эмирлан Оморбеков),602.0,141.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,110.0,54.0,18.0
164.0,Adil Imanhodjaev (Адиль Иманходжаев),603.0,146.0,130.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,108.0,54.0,18.0
165.0,Adelya Chynbaeva (Аделя Чынбаева),604.0,138.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
166.0,Angelina Danilenko (Ангелина Даниленко),605.0,169.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,85.0,54.0,18.0
167.0,Omurbek Kozhomberdiev (Омурбек Кожомбердиев),607.0,171.0,112.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,105.0,54.0,18.0
168.0,Amir Tynybekov (Амир Тыныбеков),608.0,142.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
168.0,Arsenii Niukhalov (Арсений Нюхалов),608.0,161.0,121.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,111.0,50.0,18.0
170.0,Adel Orunbaev (Адель Орунбаев),610.0,144.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
171.0,Leonid Somov (Леонид Сомов),613.0,147.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
172.0,Dzhaisan Sabyrov (Жайсан Сабыров),616.0,174.0,108.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
172.0,Alim Akhmetov (Алим Ахметов),616.0,175.0,115.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,107.0,54.0,18.0
174.0,Amin Nurjanov (Амин Нуржанов),619.0,180.0,105.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
175.0,Sergei Astionov,620.0,180.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,89.0,54.0,18.0
176.0,Erbol Asangaziev (Эрбол Асангазиев),621.0,155.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
177.0,Bektur Muhtarbekov,623.0,157.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
178.0,Bakai Urakunov (Бакай Уракунов),624.0,158.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
179.0,Abdumalik Shamiev (Абдумалик Шамиев),625.0,159.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
180.0,Myrzabek Osmonkulov (Мырзабек Осмонкулов),629.0,164.0,131.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
181.0,Timofey Grushin,632.0,173.0,128.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,112.0,54.0,18.0
181.0,Iliyas Rysaliev (Ильяс Рысалиев),632.0,166.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
183.0,Vitalii Kraiushkin (Виталий Краюшкин),633.0,167.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
184.0,Jonatan Amankulov (Жонатан Иманкулов),634.0,180.0,132.0,53.0,17.0,3.0,2.0,2.0,36.0,4.0,18.0,115.0,54.0,18.0
185.0,Adilet Kubatov (Адилет Кубатов),638.0,172.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
186.0,Baiaman Kozhobekov,642.0,176.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
187.0,Nurul Kubanchbekov (Нурул Кубанычбеков),644.0,178.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
188.0,Emir Djakypov (Эмир Джакыпов),645.0,179.0,132.0,53.0,17.0,3.0,2.0,2.0,48.0,4.0,18.0,115.0,54.0,18.0
