Rank,name,Sum,333,222,444,555,666,777,333fm,333oh,clock,minx,pyram,skewb,sq1
192.0,Sanjaya Nepal,780.0,149.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
192.0,Ajaya Kumar Mandal,780.0,248.0,129.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,91.0,70.0,21.0
195.0,Kushal Magar,782.0,151.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
196.0,Himshikhar Bagale,783.0,152.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
197.0,Drabya Lal Chuke,784.0,278.0,107.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,87.0,70.0,21.0
198.0,Pratik Shrestha,787.0,156.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
199.0,Niyam Acharya,788.0,178.0,163.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
200.0,Kishor Tharu,794.0,163.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
201.0,Prajin Manandhar,796.0,165.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
202.0,Kushal Shakya,797.0,166.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
203.0,Joyous Maharjan,798.0,201.0,150.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
204.0,Sujal Rijal,799.0,212.0,140.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
204.0,Suman Shrestha,799.0,180.0,184.0,61.0,21.0,7.0,4.0,8.0,81.0,9.0,18.0,135.0,70.0,21.0
206.0,Abhisek Dahal,801.0,226.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,79.0,70.0,21.0
207.0,Sudip Das,802.0,171.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
208.0,Rabin Shrestha,804.0,173.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
209.0,Manisha Manandhar,807.0,176.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
209.0,Rahul Shakya,807.0,210.0,150.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
211.0,Sahil Shrestha,810.0,179.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
212.0,Upashak Sitaula,811.0,264.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,51.0,70.0,21.0
212.0,Shrayash Karmacharya,811.0,241.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,74.0,70.0,21.0
214.0,Bramand Shrestha,812.0,181.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
215.0,Kobidmani Rimal,813.0,182.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
216.0,Swapnil Chand,818.0,187.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
217.0,Rohit Shrestha,819.0,258.0,114.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
217.0,Aakash Dahal,819.0,188.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
217.0,Savin Tiwari,819.0,211.0,166.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,130.0,70.0,21.0
220.0,Deman Sing Thapa,822.0,197.0,184.0,59.0,21.0,7.0,4.0,8.0,89.0,9.0,18.0,135.0,70.0,21.0
220.0,Saurav Munankarmi,822.0,191.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
222.0,Akhilesh Pokharel,823.0,228.0,150.0,62.0,21.0,7.0,4.0,8.0,90.0,9.0,18.0,135.0,70.0,21.0
222.0,Jah Shrestha,823.0,242.0,134.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
224.0,Nitesh Bajracharya,826.0,232.0,147.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
224.0,Khem Lama,826.0,195.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
226.0,Swopnil Chand,827.0,196.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
227.0,Sujal Ratna Tamrakar,829.0,198.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
228.0,Sushil Shrestha,831.0,200.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
229.0,Suman Dhamala,833.0,244.0,142.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
230.0,Nabaraj Kafle,837.0,206.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
231.0,Krishna Kafle,839.0,262.0,149.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,116.0,70.0,21.0
232.0,Suyash Shakya,840.0,209.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
233.0,Vaasav Samrat Rijal,841.0,285.0,141.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,110.0,63.0,21.0
234.0,Manish Guruwacharya,845.0,214.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
235.0,Prasiddha Bhandari,846.0,215.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
236.0,Pushan Agrawal,848.0,234.0,183.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,119.0,70.0,21.0
236.0,Reetesh Gurung,848.0,217.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
238.0,Aayush Shrestha,849.0,260.0,156.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,121.0,70.0,21.0
239.0,Amit Raj Shakya,850.0,219.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
240.0,Vaibhav Khemka,851.0,220.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
241.0,Anurag Karn,852.0,221.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
242.0,Ishan Poudel,853.0,284.0,122.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
242.0,Shirish Maharjan,853.0,222.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
244.0,Madan Dulal,854.0,223.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
245.0,Ankit Bhattarai,855.0,224.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
246.0,Pragyan Gautam,856.0,225.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
247.0,Yugen Maharjan,859.0,236.0,176.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
248.0,Pratirodh Adhikari,860.0,286.0,148.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,114.0,70.0,21.0
249.0,Suyan Amatya,861.0,327.0,99.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,58.0,21.0
249.0,Binayak Pulami,861.0,230.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
251.0,Ashesh Bhattarai,862.0,231.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
252.0,Atharwa Poudel,863.0,259.0,169.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,123.0,70.0,21.0
253.0,Chime Dorje,864.0,271.0,146.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
254.0,Aavash Man Shrestha,865.0,277.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,107.0,55.0,21.0
255.0,Rishav Nayak,866.0,297.0,139.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,118.0,70.0,21.0
255.0,Suvanga Upadhayaya,866.0,235.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
257.0,Sujan Basnet,868.0,237.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
258.0,Bijay Adhikari,869.0,238.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
259.0,Shusan Khatiwada,870.0,275.0,175.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,108.0,70.0,21.0
259.0,Aalok Chhetri,870.0,239.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
261.0,Abishek Khadka,871.0,240.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
261.0,Prajeena Maharjan,871.0,289.0,167.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,103.0,70.0,21.0
263.0,Prajjwal Chaulagai,874.0,243.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
263.0,Amogh Man Bajracharya,874.0,301.0,171.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,90.0,70.0,21.0
263.0,Sundeep Shrestha,874.0,272.0,155.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
266.0,Namesh Krishna Adhikari,875.0,246.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,133.0,70.0,21.0
267.0,Bishal Raj Karki,876.0,245.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
268.0,Pranav Ram Joshi,877.0,254.0,184.0,54.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
269.0,Aabiskar Regmi,878.0,247.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
270.0,Ashbid Gurung,880.0,249.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
271.0,Rohan Shrestha,881.0,250.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
272.0,Arya Shrestha,882.0,251.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
273.0,Anish Dhungana,883.0,252.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
274.0,Bipin Subedi,884.0,253.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
275.0,Nishes Gurung,885.0,274.0,164.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
276.0,Samyog Shrestha,886.0,255.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
277.0,Avision Takhachhen,887.0,332.0,160.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,83.0,70.0,21.0
278.0,Shlok Anand Jha,888.0,257.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
279.0,Mohit Khetan,889.0,288.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,105.0,70.0,21.0
280.0,Ram Kumar Puri,892.0,261.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
281.0,Binod Pathak,894.0,293.0,154.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
282.0,Bishesh Shrestha,896.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,20.0,35.0,21.0
282.0,Nischal Khanal,896.0,265.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
284.0,Lunza Man Tuladhar,897.0,266.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
285.0,Pawan Acharya,898.0,267.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
286.0,Alish Bhomi,900.0,269.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
287.0,Gayatri Pradhan,901.0,270.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
288.0,Pujan Gurung,904.0,273.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
289.0,Abishek Dhakal,907.0,276.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
289.0,Shreejan Manandhar,907.0,314.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,97.0,70.0,21.0
291.0,Rachana Shrestha,908.0,310.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,102.0,70.0,21.0
292.0,Sadrishya Kafle,910.0,279.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
293.0,Nairitya Niraula,911.0,280.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
294.0,Subrat Karmacharya,912.0,281.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
295.0,Abhayaraj Puri,913.0,282.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
296.0,Suraj Sharma,914.0,283.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
297.0,Hangjemin Rai,918.0,287.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
298.0,Aarish Duwal,921.0,290.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
299.0,Adhish Thalang,922.0,291.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
300.0,Biraj Subedi,923.0,292.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
301.0,Jeena Bantawa Rai,925.0,294.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
302.0,Suraj Baral,926.0,295.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
302.0,Reyansh Lashkery,926.0,323.0,174.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,122.0,65.0,21.0
304.0,Sambriddhi Pandit,927.0,296.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
305.0,Alex Bhattarai,929.0,298.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
306.0,Sukirti Rajbanshi,930.0,299.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
307.0,Madan Shrestha,931.0,300.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
308.0,Royce Shrestha,933.0,415.0,98.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,108.0,70.0,21.0
308.0,Aayushya Shrestha,933.0,302.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
310.0,Sanskar Amgain,934.0,303.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
311.0,Lomash Sapkota,935.0,304.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
312.0,Sudip Manandhar,936.0,312.0,177.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
312.0,Samir Shrestha,936.0,305.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
312.0,Shankar Chapagain,936.0,329.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,111.0,70.0,21.0
315.0,Pratyoosh Raj Shakya,937.0,306.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
316.0,Abinav Koirala,938.0,307.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
317.0,Nayan Shakya,939.0,308.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
318.0,Aseem Pun,940.0,309.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
319.0,Shekhar Adhikari,942.0,311.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
320.0,Srijan Kafle,943.0,331.0,165.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
321.0,Shankhar Tamang,944.0,313.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
322.0,Bipin Thapa,946.0,315.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
323.0,Mohit Kedia,947.0,316.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
324.0,Chimi Dorje,948.0,317.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
325.0,Anish Bashyal,949.0,318.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
326.0,Sanjeena Twati,950.0,319.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
327.0,Bibek Chaudhary,951.0,320.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
328.0,Sanskar Dhakal,952.0,321.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
328.0,Lijan Shrestha,952.0,415.0,90.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
330.0,Aarjan Sapkota,953.0,322.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
331.0,Sheshadri Shikhar Bandyopadhyay,954.0,323.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
332.0,Avishesh Gautam,955.0,386.0,182.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,75.0,70.0,21.0
333.0,Yalin Baidar,956.0,325.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
334.0,Sujal Bajracharya,957.0,326.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
335.0,Karun KC,959.0,328.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
336.0,Bikalpa Thakali,961.0,330.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
337.0,Subin Manandhar,964.0,333.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
338.0,Priya Shakya,965.0,334.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
339.0,Sujal Shrestha,966.0,335.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
339.0,Aarjit Ghimire,966.0,340.0,179.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
341.0,Subham Rouniyar,967.0,336.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
342.0,Rishab Niraula,968.0,337.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
343.0,Suraj Sharma,969.0,338.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
344.0,Manisha Kandel,970.0,339.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
344.0,Nitesh Sapkota,970.0,351.0,172.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
346.0,Mitesh Rajbanshi,972.0,341.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
347.0,Aayushi Agrawal,973.0,342.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
348.0,Abhishek Adhikari,974.0,343.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
348.0,Suffisant Madhikarmi,974.0,415.0,112.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
350.0,Sandeep Giri,975.0,344.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
351.0,Sugam Gautam,976.0,345.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
351.0,Kaushik Raj Joshi,976.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,65.0,70.0,21.0
353.0,Aarav Gartaula,977.0,346.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
354.0,Kritarth Prajapati,978.0,347.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
355.0,Nischal Thapa,979.0,348.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
356.0,Aryan Shrestha,980.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,69.0,70.0,21.0
356.0,Swornim Shrestha,980.0,349.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
358.0,Samunnat Pandey,981.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,70.0,70.0,21.0
358.0,Sonika Baraili,981.0,350.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
360.0,Ishan Sapkota,983.0,352.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
361.0,Prakash Gautam,984.0,353.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
362.0,Riwaj Adhikari,985.0,354.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
363.0,Rojish Twati,986.0,361.0,180.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,68.0,21.0
363.0,Prakash Karmacharya,986.0,355.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
365.0,Manish Raut,987.0,356.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
366.0,Ishana Pajiyar,988.0,357.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
367.0,Anurag Deep Silwal,989.0,358.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
368.0,Aashraya Luitel,990.0,359.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
369.0,Dipesh Pradhan,991.0,360.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
370.0,Sarweshwor Dhungel,993.0,362.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
371.0,Abhijan Shrestha,994.0,363.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
372.0,Aarambha Regmi,995.0,364.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
373.0,Avishek Khadka,996.0,365.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
374.0,Aakash KC,997.0,366.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
375.0,Bibidh Gautam,998.0,367.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
376.0,Rufus Rai,999.0,368.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
377.0,Aarya Mohan Bhattarai,1000.0,415.0,178.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,95.0,70.0,21.0
377.0,Kamal Bastola,1000.0,369.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
379.0,Mahesh Chapai,1001.0,370.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
380.0,Mamata Shrestha,1002.0,371.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
381.0,Siddhartha Awasthi,1003.0,372.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
382.0,Shoviyat Chapagain,1004.0,373.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
383.0,Rabindra Bhattarai,1005.0,374.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
384.0,Sichu Yogal,1006.0,375.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
385.0,Siddhartha Ghimire,1007.0,376.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
386.0,Akash Sunar,1008.0,377.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
387.0,Riyan Bhochhibhoya,1009.0,415.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,98.0,70.0,21.0
387.0,Aayush Adhikari,1009.0,378.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
389.0,Ajesh Shrestha,1010.0,379.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
390.0,Diwas Lamichane,1011.0,380.0,184.0,62.0,21.0,7.0,4.0,8.0,92.0,9.0,18.0,135.0,70.0,21.0
