Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
67.0,Juan Erasmus,948.0,133.0,86.0,51.0,103.0,38.0,32.0,11.0,19.0,106.0,31.0,26.0,141.0,105.0,63.0,3.0
68.0,Jordan Byres,961.0,55.0,55.0,67.0,46.0,38.0,32.0,11.0,19.0,124.0,40.0,115.0,82.0,211.0,63.0,3.0
69.0,Jan Louis van den Berg,971.0,138.0,90.0,98.0,103.0,38.0,32.0,11.0,19.0,116.0,40.0,37.0,75.0,108.0,63.0,3.0
70.0,Luke Kindon,974.0,90.0,70.0,50.0,103.0,38.0,32.0,11.0,19.0,76.0,40.0,115.0,53.0,211.0,63.0,3.0
71.0,Christopher Kondylis,979.0,47.0,55.0,70.0,57.0,38.0,32.0,11.0,19.0,70.0,40.0,115.0,190.0,169.0,63.0,3.0
72.0,Zaakir Hagee,991.0,8.0,10.0,230.0,103.0,38.0,32.0,11.0,19.0,14.0,40.0,115.0,94.0,211.0,63.0,3.0
73.0,Brayden Steenhoff,998.0,135.0,83.0,57.0,103.0,38.0,32.0,11.0,19.0,198.0,20.0,96.0,105.0,35.0,63.0,3.0
74.0,Keelan Naidoo,1002.0,86.0,34.0,64.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,115.0,120.0,36.0,63.0,3.0
75.0,Zameer Dada,1009.0,148.0,83.0,146.0,80.0,38.0,32.0,11.0,19.0,54.0,40.0,99.0,111.0,91.0,54.0,3.0
76.0,Riaan Subramoney,1022.0,172.0,210.0,68.0,60.0,38.0,32.0,11.0,19.0,68.0,40.0,56.0,89.0,93.0,63.0,3.0
77.0,Joshua Van Wyk,1044.0,19.0,60.0,88.0,103.0,38.0,32.0,11.0,19.0,55.0,40.0,115.0,187.0,211.0,63.0,3.0
78.0,Ruben van Niekerk,1058.0,212.0,136.0,83.0,103.0,38.0,32.0,11.0,19.0,89.0,40.0,115.0,67.0,58.0,52.0,3.0
79.0,Hayden Raffles,1083.0,121.0,91.0,230.0,103.0,38.0,32.0,11.0,19.0,105.0,40.0,115.0,68.0,44.0,63.0,3.0
80.0,Rhys Richardson,1096.0,78.0,58.0,48.0,103.0,38.0,32.0,11.0,19.0,238.0,40.0,76.0,102.0,211.0,39.0,3.0
81.0,Muhammad Akoodi,1110.0,170.0,37.0,105.0,103.0,38.0,32.0,11.0,19.0,50.0,40.0,51.0,316.0,72.0,63.0,3.0
82.0,Daniel David Mizen,1115.0,168.0,242.0,92.0,103.0,38.0,32.0,11.0,19.0,99.0,28.0,115.0,96.0,6.0,63.0,3.0
83.0,Jeandre du Preez,1120.0,163.0,118.0,129.0,103.0,38.0,32.0,11.0,19.0,95.0,40.0,115.0,123.0,68.0,63.0,3.0
84.0,Adriano Vieira,1127.0,169.0,15.0,230.0,103.0,38.0,32.0,11.0,19.0,73.0,40.0,115.0,5.0,211.0,63.0,3.0
85.0,Damian Jansen,1144.0,25.0,57.0,100.0,76.0,38.0,32.0,11.0,19.0,48.0,40.0,115.0,306.0,211.0,63.0,3.0
86.0,Yusuf Talha Sayed Karim,1147.0,136.0,136.0,103.0,103.0,38.0,32.0,11.0,19.0,64.0,40.0,115.0,73.0,211.0,63.0,3.0
87.0,Benjamin Kleyn,1172.0,97.0,113.0,87.0,103.0,38.0,32.0,11.0,19.0,37.0,40.0,115.0,203.0,211.0,63.0,3.0
88.0,Conrad Roets,1184.0,156.0,184.0,116.0,103.0,38.0,32.0,11.0,19.0,84.0,40.0,115.0,185.0,51.0,47.0,3.0
89.0,Tyrone Warren Bayliss,1186.0,63.0,92.0,230.0,103.0,38.0,32.0,11.0,19.0,34.0,40.0,115.0,132.0,211.0,63.0,3.0
90.0,Lindsay Hans,1190.0,148.0,25.0,97.0,73.0,37.0,32.0,10.0,19.0,132.0,39.0,58.0,346.0,113.0,58.0,3.0
91.0,Asher Steenhoff,1199.0,229.0,136.0,145.0,103.0,38.0,32.0,11.0,19.0,202.0,40.0,88.0,85.0,5.0,63.0,3.0
92.0,Travis Hutton,1207.0,228.0,72.0,137.0,103.0,38.0,32.0,11.0,19.0,174.0,40.0,45.0,171.0,73.0,61.0,3.0
93.0,Christo du Venage,1220.0,209.0,236.0,76.0,66.0,29.0,30.0,11.0,16.0,57.0,40.0,69.0,294.0,21.0,63.0,3.0
