Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,555bf
50.0,William Yudi Matunoshita Ito,1425.0,229.0,169.0,33.0,40.0,32.0,27.0,71.0,75.0,165.0,223.0,59.0,107.0,82.0,106.0,4.0,3.0
51.0,Edgar Nogueira Garcia Pinho,1426.0,58.0,121.0,69.0,85.0,140.0,99.0,71.0,95.0,67.0,238.0,68.0,125.0,130.0,53.0,4.0,3.0
52.0,Fabiano Pinheiro de Oliveira,1434.0,47.0,92.0,14.0,57.0,82.0,86.0,71.0,120.0,91.0,238.0,17.0,129.0,62.0,321.0,4.0,3.0
53.0,Iuri Grangeiro Carvalho,1450.0,9.0,10.0,38.0,58.0,77.0,99.0,71.0,120.0,1.0,114.0,193.0,324.0,150.0,179.0,4.0,3.0
54.0,Bernardo Zakur Corrêa Santos,1466.0,76.0,129.0,88.0,52.0,46.0,23.0,71.0,61.0,134.0,238.0,214.0,180.0,31.0,116.0,4.0,3.0
55.0,Alrimar Dias Rocha Sobrinho,1485.0,188.0,58.0,67.0,91.0,63.0,47.0,71.0,59.0,115.0,35.0,179.0,48.0,317.0,140.0,4.0,3.0
56.0,Mauricio Pinheiro de Oliveira,1491.0,82.0,165.0,53.0,59.0,140.0,99.0,71.0,120.0,59.0,238.0,50.0,188.0,113.0,47.0,4.0,3.0
57.0,Bárbara Guerra Ribeiro,1521.0,180.0,364.0,115.0,56.0,28.0,18.0,71.0,37.0,92.0,38.0,67.0,244.0,161.0,43.0,4.0,3.0
57.0,Jeferson Alexandre Queiroz Santana,1521.0,172.0,106.0,121.0,142.0,140.0,99.0,71.0,120.0,213.0,238.0,11.0,27.0,10.0,44.0,4.0,3.0
59.0,Andrey Conceição,1583.0,119.0,166.0,83.0,100.0,62.0,58.0,33.0,7.0,50.0,201.0,82.0,181.0,298.0,136.0,4.0,3.0
60.0,Caio Almeida Martins,1588.0,44.0,171.0,22.0,23.0,87.0,99.0,71.0,120.0,70.0,180.0,127.0,11.0,212.0,344.0,4.0,3.0
61.0,Daniel Gomes da Silva Filho,1597.0,85.0,76.0,73.0,147.0,140.0,99.0,71.0,120.0,84.0,238.0,46.0,44.0,23.0,344.0,4.0,3.0
62.0,Christian de Sena Fortunato,1614.0,32.0,17.0,4.0,11.0,39.0,39.0,71.0,120.0,28.0,238.0,420.0,174.0,70.0,344.0,4.0,3.0
63.0,Henry Hideki Goya,1616.0,55.0,24.0,110.0,276.0,140.0,99.0,32.0,60.0,61.0,238.0,282.0,68.0,91.0,73.0,4.0,3.0
64.0,Augusto Rosa Esteves,1631.0,261.0,101.0,135.0,121.0,86.0,68.0,45.0,35.0,225.0,116.0,53.0,151.0,149.0,78.0,4.0,3.0
65.0,Israel Fraga da Silva,1635.0,57.0,32.0,37.0,47.0,41.0,43.0,3.0,17.0,45.0,238.0,209.0,335.0,385.0,139.0,4.0,3.0
66.0,Francisco Thales Rocha Sousa,1698.0,125.0,118.0,95.0,170.0,107.0,96.0,71.0,120.0,230.0,238.0,19.0,204.0,36.0,62.0,4.0,3.0
67.0,Eduardo Henrique Philippsen,1710.0,110.0,81.0,57.0,83.0,140.0,67.0,71.0,44.0,104.0,238.0,106.0,176.0,255.0,171.0,4.0,3.0
68.0,Tiago Oliveira Vidal,1781.0,130.0,87.0,151.0,152.0,140.0,99.0,71.0,30.0,232.0,238.0,101.0,22.0,105.0,216.0,4.0,3.0
69.0,Jorge Augusto Siqueira Pinto,1823.0,248.0,281.0,147.0,113.0,79.0,84.0,21.0,44.0,166.0,238.0,8.0,85.0,248.0,54.0,4.0,3.0
70.0,Erik Lucas Santos Nantes,1825.0,42.0,72.0,34.0,109.0,140.0,99.0,71.0,120.0,263.0,238.0,43.0,75.0,168.0,344.0,4.0,3.0
71.0,Yuri de Oliveira,1835.0,295.0,56.0,132.0,74.0,140.0,99.0,71.0,65.0,86.0,105.0,22.0,147.0,470.0,66.0,4.0,3.0
72.0,Henrique Coelho,1838.0,120.0,31.0,171.0,199.0,140.0,99.0,71.0,120.0,270.0,100.0,136.0,161.0,40.0,173.0,4.0,3.0
73.0,Vitória Santana Rezende,1889.0,59.0,169.0,53.0,42.0,35.0,99.0,71.0,120.0,93.0,47.0,420.0,314.0,182.0,178.0,4.0,3.0
74.0,Ricardo Ivan Philippsen,1908.0,137.0,285.0,98.0,130.0,140.0,65.0,71.0,120.0,77.0,238.0,15.0,331.0,153.0,41.0,4.0,3.0
75.0,Gabriel Dias Souza dos Santos,1918.0,487.0,47.0,160.0,54.0,16.0,11.0,71.0,104.0,488.0,5.0,234.0,9.0,53.0,172.0,4.0,3.0
76.0,José Mecenas Figueira Neto,1950.0,115.0,52.0,47.0,148.0,140.0,99.0,71.0,120.0,242.0,187.0,77.0,144.0,157.0,344.0,4.0,3.0
77.0,Eric Fernandes Monteiro,1972.0,141.0,72.0,72.0,95.0,43.0,30.0,71.0,120.0,93.0,224.0,93.0,239.0,328.0,344.0,4.0,3.0
78.0,Marcos Ferreira Semolini,1988.0,138.0,114.0,111.0,84.0,140.0,99.0,6.0,120.0,237.0,238.0,420.0,10.0,231.0,38.0,1.0,1.0
79.0,Levi Cordeiro do Vale Menezes,2053.0,67.0,91.0,174.0,227.0,140.0,99.0,71.0,120.0,109.0,238.0,102.0,61.0,203.0,344.0,4.0,3.0
80.0,Daniel Waldir Rodrigues Rosa,2083.0,132.0,257.0,139.0,89.0,53.0,54.0,71.0,120.0,53.0,156.0,73.0,109.0,426.0,344.0,4.0,3.0
81.0,Leonardo José Carrari,2098.0,236.0,294.0,82.0,75.0,85.0,63.0,71.0,120.0,86.0,213.0,141.0,241.0,185.0,199.0,4.0,3.0
82.0,Matheus Ribeiro dos Santos,2102.0,262.0,100.0,168.0,248.0,140.0,99.0,71.0,120.0,168.0,238.0,142.0,83.0,96.0,160.0,4.0,3.0
83.0,Maria Clara Rodrigues Garola Lima,2130.0,162.0,210.0,136.0,204.0,140.0,99.0,71.0,120.0,280.0,18.0,207.0,179.0,104.0,193.0,4.0,3.0
84.0,João Guilherme Barejan Maiale,2132.0,388.0,145.0,106.0,24.0,24.0,20.0,71.0,120.0,304.0,145.0,264.0,8.0,162.0,344.0,4.0,3.0
85.0,Victor Medeiros Rebouças,2139.0,53.0,50.0,68.0,27.0,140.0,99.0,71.0,120.0,26.0,135.0,74.0,170.0,755.0,344.0,4.0,3.0
86.0,Pedro Victor Ferreira Silva,2155.0,315.0,536.0,86.0,32.0,23.0,16.0,71.0,100.0,179.0,95.0,139.0,234.0,207.0,115.0,4.0,3.0
87.0,Fabio Bini Graciose,2158.0,438.0,285.0,283.0,188.0,98.0,81.0,71.0,24.0,211.0,52.0,147.0,64.0,146.0,63.0,4.0,3.0
88.0,Marlom Messias dos Santos,2162.0,183.0,288.0,159.0,159.0,140.0,99.0,71.0,65.0,65.0,232.0,237.0,119.0,164.0,174.0,4.0,3.0
89.0,Heitor Oliveira Rodrigues Motta,2179.0,161.0,138.0,140.0,407.0,140.0,99.0,71.0,120.0,241.0,90.0,81.0,254.0,193.0,37.0,4.0,3.0
90.0,Henrique Fonsêca Coelho Lima,2216.0,319.0,306.0,204.0,223.0,140.0,99.0,71.0,52.0,203.0,238.0,113.0,126.0,59.0,56.0,4.0,3.0
91.0,Murilo da Silva Banin,2282.0,66.0,303.0,112.0,407.0,140.0,99.0,71.0,120.0,109.0,238.0,140.0,225.0,90.0,155.0,4.0,3.0
92.0,Lucas Ferreira Bezerra da Silva,2293.0,142.0,223.0,91.0,144.0,140.0,99.0,71.0,120.0,287.0,238.0,76.0,110.0,201.0,344.0,4.0,3.0
93.0,Gabriel Pereira Campanha,2346.0,157.0,128.0,282.0,117.0,67.0,50.0,71.0,53.0,246.0,238.0,258.0,73.0,322.0,277.0,4.0,3.0
93.0,Gustavo Fonseca da Silva,2346.0,72.0,205.0,45.0,33.0,140.0,99.0,71.0,120.0,71.0,238.0,158.0,322.0,561.0,204.0,4.0,3.0
95.0,Matheus de Souza Rezende,2347.0,201.0,186.0,74.0,31.0,20.0,24.0,71.0,120.0,297.0,142.0,125.0,50.0,655.0,344.0,4.0,3.0
96.0,Hiago Souza da Silva,2362.0,528.0,269.0,195.0,154.0,96.0,87.0,71.0,120.0,292.0,65.0,105.0,90.0,136.0,147.0,4.0,3.0
97.0,Gustavo Kenzo Araki Takechi,2389.0,90.0,248.0,65.0,67.0,140.0,82.0,71.0,61.0,153.0,238.0,55.0,688.0,106.0,318.0,4.0,3.0
98.0,Davi de Andrade Iácono,2398.0,165.0,43.0,459.0,407.0,140.0,99.0,71.0,53.0,185.0,238.0,261.0,64.0,5.0,201.0,4.0,3.0
99.0,Levy Fernandes Pereira,2421.0,100.0,97.0,395.0,407.0,140.0,99.0,71.0,120.0,97.0,238.0,374.0,31.0,181.0,64.0,4.0,3.0
100.0,Fabio Nakamura,2439.0,145.0,97.0,84.0,97.0,140.0,99.0,71.0,120.0,147.0,238.0,135.0,112.0,755.0,192.0,4.0,3.0
100.0,Rodrigo Kenji Asato Kobayashi,2439.0,153.0,150.0,102.0,98.0,60.0,57.0,71.0,120.0,72.0,76.0,163.0,319.0,755.0,236.0,4.0,3.0
102.0,Bruno Norio Ida Feijao,2449.0,68.0,199.0,127.0,407.0,140.0,99.0,71.0,120.0,216.0,238.0,217.0,60.0,136.0,344.0,4.0,3.0
103.0,Renan Gonçalves Melo,2455.0,106.0,47.0,182.0,407.0,140.0,99.0,71.0,120.0,21.0,238.0,229.0,346.0,98.0,344.0,4.0,3.0
104.0,Miguel Enzo Moraes de Brito,2478.0,222.0,81.0,229.0,407.0,140.0,99.0,71.0,120.0,118.0,238.0,222.0,210.0,187.0,127.0,4.0,3.0
105.0,Rodrigo Perez Oliveira Pineda,2480.0,72.0,86.0,173.0,237.0,140.0,99.0,71.0,120.0,258.0,40.0,420.0,530.0,160.0,67.0,4.0,3.0
106.0,Alexandre Key Wakate Teruya,2508.0,100.0,214.0,52.0,73.0,75.0,71.0,71.0,120.0,93.0,118.0,110.0,305.0,755.0,344.0,4.0,3.0
