Rank,name,Sum,333,222,444,555,666,777,333oh,clock,minx,pyram,skewb,sq1
128.0,Ülvi Səmədov,547.0,98.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
129.0,Rüstəm Xudaverdiyev,548.0,120.0,94.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
130.0,Maksim Gitlin,549.0,100.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
131.0,Böyükağa Ağayev,551.0,102.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
132.0,Zubeyr Mustafa,552.0,129.0,97.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,115.0,54.0,12.0
133.0,Günay Göyüşova,553.0,104.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
134.0,Hasan Aghazada,555.0,106.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
135.0,Sahib Memmedov,556.0,125.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,23.0,113.0,48.0,12.0
135.0,Islam Isayev,556.0,154.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,76.0,54.0,12.0
137.0,Yusif Məlikov,560.0,138.0,88.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
138.0,Ismikhan Rahimov,562.0,113.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
139.0,Khayyam Jamilov,563.0,147.0,115.0,36.0,14.0,5.0,3.0,51.0,4.0,25.0,97.0,54.0,12.0
140.0,Amin Aliyev,564.0,152.0,78.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
141.0,Elşən Canıyev,565.0,116.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
142.0,Rafi Amaal,566.0,191.0,93.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,84.0,41.0,12.0
143.0,Seymur Badalov,571.0,180.0,89.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,98.0,47.0,12.0
144.0,Eray Vardar,572.0,123.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
145.0,Azər Məmmədov,575.0,179.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,70.0,54.0,12.0
146.0,Sadiq Səfərov,576.0,150.0,101.0,36.0,14.0,5.0,3.0,58.0,4.0,16.0,123.0,54.0,12.0
146.0,Türkan Türksoy,576.0,127.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
148.0,Nigar Muzaffarova,582.0,171.0,110.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,90.0,54.0,12.0
148.0,Sinan Alav,582.0,153.0,115.0,36.0,14.0,5.0,3.0,54.0,4.0,25.0,107.0,54.0,12.0
148.0,Kərəm Qasımov,582.0,133.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
151.0,Senan Abbasov,583.0,158.0,91.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
151.0,Farrux Shammedli,583.0,134.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
153.0,Nuray Orucova,584.0,135.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
154.0,Narmin Gojayeva,585.0,136.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
155.0,Əlimədət Səfərli,587.0,168.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,93.0,54.0,12.0
156.0,Əhməd Məmmədov,588.0,139.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
157.0,Ibrahim Hasanov,589.0,140.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
157.0,Seyran Məmmədov,589.0,178.0,79.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,121.0,54.0,12.0
159.0,Cəmilə Neymətova,590.0,141.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
159.0,Fikrat Aslanli,590.0,151.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,44.0,12.0
161.0,Kamil Məmmədov,591.0,142.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
162.0,Sara Faracli,592.0,143.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
163.0,Nurlan Mirzoyev,593.0,144.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
164.0,Rauf Khalilov,594.0,256.0,38.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,104.0,39.0,12.0
164.0,Sameddin Aliyev,594.0,145.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
166.0,Aqşin Ömərzadə,598.0,149.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
167.0,Hüseyn Qurbanov,600.0,162.0,104.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
167.0,Asim İsrafilov,600.0,157.0,115.0,30.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
169.0,Mehemmedeli Memmedov,607.0,175.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,108.0,52.0,12.0
170.0,Heyder Keremov,608.0,159.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
171.0,Jalal Aliyev,609.0,160.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
172.0,Şamxal Xankişiyev,610.0,161.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
172.0,Fuad Mamedyarov,610.0,172.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,43.0,12.0
174.0,Murad Fətəliyev,612.0,163.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
174.0,Ali Aliyev,612.0,181.0,98.0,35.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
176.0,Maksud Viskar,613.0,164.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
177.0,Malik Qənbərli,614.0,165.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
177.0,Sultan Abubekirov,614.0,187.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,101.0,54.0,12.0
179.0,Deniz Kures,615.0,166.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
180.0,Şahanə Məmmədova,618.0,169.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
181.0,Timur Nosov,619.0,189.0,96.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
181.0,Yusif Seyfullayev,619.0,170.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
183.0,Kamal Kazımzadə,620.0,174.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,51.0,12.0
184.0,Hussein Bayramov,622.0,173.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
185.0,Emirhan Eroğlu,626.0,177.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
185.0,Mələk Cəbrayıllı,626.0,229.0,111.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,75.0,54.0,12.0
187.0,Allahverdi Muhammedali,628.0,204.0,108.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,105.0,54.0,12.0
188.0,Aziz Abbasov,631.0,208.0,113.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,99.0,54.0,12.0
188.0,Oktay Humbetov,631.0,182.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
190.0,Safar Safarov,632.0,183.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
191.0,Vusal Nasirov,633.0,184.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
192.0,Bəxtiyar Cəfərov,634.0,185.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
192.0,Lale Agabeyova,634.0,202.0,112.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,109.0,54.0,12.0
194.0,Hüseyn Ağayev,635.0,186.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
195.0,İsgəndər İsgəndərli,637.0,188.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
196.0,Gular Latifli,639.0,190.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
197.0,Rustam Ismayılov,641.0,192.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
198.0,Rafil Qaragozov,642.0,193.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
199.0,Zanir Adamov,643.0,194.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
199.0,Sadiq Manafov,643.0,195.0,114.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
201.0,Həsən Qasımov,644.0,205.0,105.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
202.0,Ali Huseynov,645.0,196.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
203.0,Vahid Aliyev,646.0,197.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
204.0,Davud Huseynov,647.0,198.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
205.0,Xəyal Əliyev,648.0,199.0,115.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,123.0,54.0,12.0
206.0,Mənzər Seyidəmirova,649.0,237.0,90.0,36.0,14.0,5.0,3.0,58.0,4.0,25.0,111.0,54.0,12.0
