Rank,name,Sum,333,222,444,333oh,minx,pyram,skewb,sq1
1.0,Joshua Tekwie,11.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0
2.0,Caleb Tekwie,16.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
3.0,Israel Tekwie,23.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0
4.0,Zachariah Kone,24.0,3.0,3.0,2.0,2.0,2.0,6.0,4.0,2.0
5.0,Alois Hemetsberger,26.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,2.0
6.0,Ezekiel Hemetsberger,27.0,7.0,7.0,2.0,2.0,2.0,1.0,4.0,2.0
7.0,David Tekwie,31.0,6.0,6.0,2.0,2.0,2.0,7.0,4.0,2.0
8.0,Franz Hemetsberger,35.0,8.0,8.0,2.0,2.0,2.0,7.0,4.0,2.0
