Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf
82.0,Leo Markuss Snorins,648.0,86.0,81.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,93.0,79.0,28.0,3.0
82.0,Adrians Stahovskis,648.0,144.0,76.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,69.0,50.0,28.0,3.0
84.0,Teodors Pekšēns,655.0,68.0,94.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,105.0,79.0,28.0,3.0
85.0,Artis Tračums,656.0,80.0,92.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,96.0,79.0,28.0,3.0
86.0,Līva Lemberga,659.0,134.0,62.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,102.0,52.0,28.0,3.0
87.0,Artūrs Nummurs,660.0,128.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,22.0,27.0,28.0,3.0
88.0,Kristians Kisis,661.0,119.0,80.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,74.0,79.0,28.0,3.0
89.0,Andrejs Gavrilovs,672.0,84.0,134.0,47.0,33.0,22.0,18.0,9.0,13.0,54.0,30.0,28.0,90.0,79.0,28.0,3.0
90.0,Matīss Dambītis,676.0,92.0,86.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,110.0,79.0,28.0,3.0
91.0,Oskars Gobnieks,677.0,79.0,75.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
92.0,Francis Prieditis,678.0,116.0,111.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,63.0,79.0,28.0,3.0
93.0,Daniils Pankovs,679.0,157.0,82.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,52.0,79.0,28.0,3.0
94.0,Aleksandrs Jesiļevskis,689.0,112.0,89.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,117.0,62.0,28.0,3.0
95.0,Timur Hromov,692.0,126.0,118.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,22.0,80.0,66.0,28.0,3.0
96.0,Viesturs Veits,698.0,101.0,101.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,108.0,79.0,28.0,3.0
96.0,Arsenij Danilko,698.0,138.0,126.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,46.0,79.0,28.0,3.0
98.0,Aleksander Smirnoff,699.0,99.0,130.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,82.0,79.0,28.0,3.0
99.0,Ilja Belovincevs,701.0,114.0,64.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
100.0,Nikita Karpuks,702.0,76.0,103.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
100.0,Kristofers Balodis,702.0,81.0,98.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
102.0,Maksims Skibickis,703.0,96.0,84.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
103.0,Nauris Kristaps Metums,705.0,95.0,87.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
104.0,Reinis Burtnieks,707.0,98.0,140.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,87.0,73.0,28.0,3.0
105.0,Mārtiņš Dzintars,710.0,111.0,133.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,78.0,79.0,28.0,3.0
106.0,Arvis Tilgalis,713.0,67.0,174.0,35.0,27.0,18.0,14.0,6.0,13.0,61.0,30.0,23.0,135.0,79.0,28.0,3.0
107.0,Nils Lurie,718.0,90.0,105.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
107.0,Ilya Cherpita,718.0,109.0,115.0,58.0,37.0,22.0,19.0,9.0,13.0,58.0,30.0,29.0,109.0,79.0,28.0,3.0
107.0,Atis Hermanis,718.0,97.0,129.0,54.0,36.0,22.0,19.0,9.0,13.0,49.0,30.0,29.0,121.0,79.0,28.0,3.0
107.0,Manu Viktors Vilks,718.0,22.0,174.0,58.0,37.0,22.0,19.0,9.0,12.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
111.0,Ernests Stabins,720.0,130.0,67.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
112.0,Olivers Alfons Krumins,728.0,31.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
113.0,Leo Zankovskis,730.0,151.0,123.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,68.0,79.0,28.0,3.0
114.0,Gundars Zirnis,731.0,167.0,97.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,79.0,79.0,28.0,3.0
115.0,Deniss Fedko,737.0,136.0,78.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
116.0,Gustavs Reblis,746.0,49.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
116.0,Adrians Viksna,746.0,146.0,127.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,97.0,67.0,28.0,3.0
118.0,Igors Volohovs,748.0,154.0,111.0,55.0,37.0,22.0,19.0,9.0,13.0,56.0,30.0,29.0,103.0,79.0,28.0,3.0
118.0,Kristofers Ozolinkevičs,748.0,103.0,122.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
120.0,Peteris Riskis,750.0,141.0,110.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,55.0,28.0,3.0
121.0,Mārcis Silanžs,752.0,55.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
122.0,Juris Homickis,753.0,122.0,108.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
123.0,Kristers Ciematnieks,754.0,118.0,149.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,99.0,79.0,28.0,3.0
123.0,Aigars Rozenbergs,754.0,139.0,113.0,58.0,37.0,22.0,19.0,9.0,13.0,47.0,30.0,29.0,128.0,79.0,28.0,3.0
123.0,Maksims Fedojezenko,754.0,57.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
123.0,Markus Muzikants,754.0,103.0,128.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
127.0,Eduards Zabarovskis,755.0,160.0,96.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,111.0,79.0,28.0,3.0
128.0,Artis Aleksejevs,756.0,59.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
128.0,Krišjānis Martins Ivanovs,756.0,182.0,144.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,42.0,79.0,28.0,3.0
130.0,Dāgs Vilis Kalniņš,760.0,135.0,148.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,89.0,79.0,28.0,3.0
131.0,Antons Cvečkovskis,762.0,115.0,124.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
131.0,Rūdolfs Bogdanovs,762.0,188.0,116.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,84.0,65.0,28.0,3.0
133.0,Krišjānis Zutis,767.0,153.0,91.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
134.0,Arsenijs Ladusans,770.0,158.0,95.0,56.0,37.0,22.0,19.0,9.0,13.0,59.0,29.0,29.0,134.0,79.0,28.0,3.0
135.0,Artjoms Majorovs,772.0,173.0,138.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,73.0,79.0,28.0,3.0
136.0,Henriks Brakovskis,773.0,140.0,141.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,104.0,79.0,28.0,3.0
136.0,Dārta Elīza Kalcenaua,773.0,181.0,150.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,92.0,41.0,28.0,3.0
138.0,Dante Poskus,778.0,164.0,119.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,107.0,79.0,28.0,3.0
139.0,Niklāvs Dāvis Meija,782.0,85.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
140.0,Eduards Andrejevs,784.0,87.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
141.0,Dāvis Smagars,785.0,142.0,120.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
142.0,Timofeis Levtsenko,786.0,149.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,75.0,79.0,28.0,3.0
143.0,Elmārs Ozols,788.0,91.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
143.0,Daniels Millers,788.0,121.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,49.0,28.0,3.0
145.0,Deivids Kims,789.0,166.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,61.0,79.0,28.0,3.0
146.0,Emīls Vasaraudzis,790.0,93.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
147.0,Markuss Kārkliņš,792.0,165.0,104.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
148.0,Ēriks Špaks,795.0,242.0,99.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,66.0,79.0,28.0,3.0
149.0,Paul Andersons,799.0,102.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
150.0,Lūkass Keišs,800.0,180.0,137.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,95.0,79.0,28.0,3.0
151.0,Nikita Makarovs,803.0,106.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
152.0,Ģirts Gorodko,804.0,107.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
153.0,Arno Rūdolfs Prīdāns,807.0,110.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
154.0,Kristaps Sprūdžs,809.0,176.0,136.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,53.0,28.0,3.0
155.0,Edgars Zaķis,811.0,174.0,114.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
156.0,Gustavs Mockus,814.0,242.0,131.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,53.0,79.0,28.0,3.0
157.0,Kristofers Astafjevs,816.0,171.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,83.0,79.0,28.0,3.0
158.0,Eduards Vārpiņš,817.0,120.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
158.0,Lukas Kursitis,817.0,159.0,135.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
160.0,Patriks Nožņikovs,820.0,123.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
161.0,Janis Hermanis,821.0,137.0,174.0,51.0,34.0,21.0,17.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
161.0,Fjodor Burkin,821.0,124.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
163.0,Maksims Farbtuhs,822.0,195.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,65.0,79.0,28.0,3.0
163.0,Krists K. Parms,822.0,125.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
165.0,Patriks Eduards Tosters,825.0,189.0,139.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,14.0,29.0,125.0,79.0,28.0,3.0
166.0,Renat Veremjov,826.0,129.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
167.0,Ralfs Razminovičs,827.0,203.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,70.0,71.0,28.0,3.0
168.0,Aleksandrs Latiņins,828.0,131.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
169.0,Džonatans Melgalvis,829.0,132.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
170.0,Alberts Meistars,830.0,133.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
171.0,Renārs Vērsis,833.0,179.0,146.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,120.0,79.0,28.0,3.0
171.0,Kristaps Jānis Sēklītis,833.0,155.0,174.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,116.0,79.0,28.0,3.0
173.0,Thomas-Alexander Kruminsh,834.0,186.0,125.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
174.0,Roberts Gusts,835.0,242.0,70.0,58.0,37.0,22.0,19.0,9.0,13.0,61.0,30.0,29.0,135.0,79.0,28.0,3.0
