Rank,name,Sum,333,222,444,555,666,777,333oh,clock,minx,pyram,skewb,sq1
198.0,Omar Enan,560.0,227.0,138.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,74.0,31.0,8.0
199.0,Karim Beshoy Tawfik Abdelshahid,561.0,175.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
200.0,Mazen Ahmed Attia,562.0,176.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
201.0,Merolla Maged Heshmat,564.0,178.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
202.0,Seif Mohamed Gamal,565.0,179.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
203.0,Muaaz Wael Ahmad Saleh,566.0,230.0,125.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
204.0,Amar Abdelshahid,569.0,183.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
205.0,Daniel Fady Farah,573.0,233.0,160.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,59.0,31.0,8.0
205.0,Yassin Mohamed Refaat Zaki,573.0,211.0,151.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
205.0,Maryo Azir Abdelmseh,573.0,187.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
208.0,Farah Abdelshahid,574.0,188.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
209.0,Omar Rafik Ahmed Badawy,575.0,189.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
210.0,Omar Ahmed Mosaad,577.0,191.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
211.0,Youssef Michael Anis Abadir,580.0,194.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
212.0,Yassin Ahmed Abdallah Elhawy,581.0,221.0,149.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
213.0,Omar Amin Ahmed Gamal Eldin Khalil,582.0,196.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
214.0,Carol Michael Anis,583.0,197.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
214.0,Omar Khaled Hamed,583.0,217.0,155.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
216.0,Rawya Mahmoud Abdelaziz,584.0,198.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
217.0,Sagda Eid,585.0,199.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
218.0,Logeen Mohamed Fauthi,586.0,200.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
219.0,Hamza Mohammed Ramadan,589.0,214.0,164.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
219.0,Sondos Amr,589.0,203.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
221.0,Osama Haythm Mohamed,591.0,205.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
222.0,Mohamed Tarek Shaban,593.0,207.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
223.0,Malek Amr,594.0,208.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
223.0,Aisha Mohamed Ali,594.0,231.0,152.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
225.0,Omar Mohamed Zakaria Wahdan,595.0,242.0,156.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,76.0,31.0,8.0
226.0,Assıa Nader Mokhtar Al Gntery,598.0,212.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
227.0,Marwan Essam Abbas,600.0,229.0,167.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,83.0,31.0,8.0
228.0,Noureen Mohammed Fathi,601.0,215.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
229.0,Mohamed Ahmed Eissa Ibrahim Aldabsha,602.0,216.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
230.0,Abdallah Mohamed Ali,604.0,254.0,139.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
231.0,Mohamed Abdelrahman Mohamed,605.0,219.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
232.0,Ahmad Akram,606.0,220.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
233.0,Matthews Mina Asharf,608.0,226.0,171.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
234.0,Ali Almorshdy,609.0,266.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,47.0,31.0,8.0
234.0,Maria Ahmed Sayed Hassan Abdelaal,609.0,223.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
236.0,Neda Mohammed El Attar,611.0,225.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
237.0,Omar Mourad Mohamed Hashem,613.0,266.0,136.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
238.0,Mohamed Amr,614.0,228.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
239.0,Ahmed Moustafa Bahaaeldeen,616.0,244.0,161.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
240.0,Ahmed Amir Wgeh,618.0,232.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
241.0,Alaa Badry Ali Husein,620.0,234.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
242.0,Mousa Esmail Sharf Eldien,621.0,235.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
243.0,Yassin Mahmoud Diaa,622.0,236.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
244.0,Marwan Ahmed Ezzat,623.0,237.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
245.0,Basil Heni Said,624.0,238.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
246.0,Fares Abdelrahman,625.0,239.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
247.0,Rayan Khaled,626.0,240.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
248.0,Nada Mohammad,627.0,241.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
249.0,Fares Amir Wgeh,629.0,243.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
250.0,Blal Sameh Embaby,631.0,266.0,154.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
250.0,Mahmoud Elfekky,631.0,245.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
252.0,Yahia Mohamed Zakaria Wahdan,632.0,246.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
252.0,Amal Fares,632.0,261.0,173.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,77.0,31.0,8.0
254.0,Amr Sami Rashad,633.0,247.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
255.0,Elsayed Abdelfattah Abdelraouf Abdelkarim,634.0,248.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
256.0,Belal Ashraf,635.0,249.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
257.0,Karim Abd Elftah Ahmed,636.0,250.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
258.0,Menna Moustafa Bahaaeldeen,637.0,251.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
259.0,Habiba Khaled Hamed,638.0,255.0,172.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
259.0,Yassin Taha,638.0,252.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
261.0,Ahmed Mohamed Ahmed Abdo,639.0,253.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
262.0,Kevin Kerols Kamal,642.0,256.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
263.0,Aaysha Mohamed Ali,643.0,257.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
264.0,Jana Ashraf Mahmoud,644.0,258.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
265.0,George Malak Akhnoukh,645.0,266.0,168.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
265.0,Malak Moustafa Mohamed,645.0,259.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
267.0,Mohamed Sameh Mohamed,646.0,266.0,169.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
267.0,Nada Mohamed Hussein Shahein,646.0,260.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
269.0,Mohamed Yasser Mahmoud,647.0,266.0,170.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
270.0,Mohamed Ahmed Abdelsamie,648.0,262.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
271.0,Rayan Khaled Mohammed Abd El Fattah Mohammed Tantawy,649.0,263.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
272.0,Seif Allah Ayman Shaker,650.0,265.0,174.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
272.0,Mohamed Hossam Mohamed Wahdan,650.0,264.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,90.0,31.0,8.0
274.0,Hanaa Hanfy Hassan,651.0,266.0,175.0,24.0,7.0,7.0,4.0,27.0,4.0,9.0,89.0,31.0,8.0
