Rank,name,Sum,333,222,444,555,333oh,minx,pyram,skewb
1.0,Youssef Mustapha,16.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0
2.0,Mosab Elfasy,21.0,6.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0
3.0,Mustafa Zohier Elmaskhot,27.0,5.0,1.0,3.0,2.0,4.0,2.0,3.0,7.0
4.0,Abdulrahman Essed,29.0,3.0,2.0,3.0,2.0,1.0,2.0,9.0,7.0
5.0,Mohammed Bensriati,30.0,1.0,9.0,3.0,2.0,4.0,2.0,2.0,7.0
6.0,Zakaria Mustapha,32.0,4.0,6.0,3.0,2.0,4.0,2.0,6.0,5.0
7.0,Mousa Elfasy,33.0,7.0,5.0,3.0,2.0,4.0,2.0,7.0,3.0
8.0,Muaad Alfasy,35.0,8.0,7.0,3.0,2.0,4.0,2.0,5.0,4.0
9.0,Miqdad Alfasy,42.0,9.0,8.0,3.0,2.0,4.0,2.0,8.0,6.0
