Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
78.0,Mario Josue Hernandez Lazaro,431.0,106.0,29.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
80.0,Diego Fernando Rivera Mejía,438.0,34.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
81.0,Jonathan Ricardo Romero Turcios,440.0,83.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,36.0,29.0,9.0,2.0,2.0
82.0,Daniel Alberto Cevallos Reyes,442.0,38.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
83.0,Kenneth Jair Guevara Chevez,450.0,86.0,72.0,54.0,21.0,4.0,3.0,5.0,6.0,44.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
84.0,Angel Emilio Castillo Aguilar,451.0,109.0,55.0,54.0,21.0,4.0,3.0,5.0,6.0,42.0,5.0,25.0,75.0,34.0,9.0,2.0,2.0
84.0,Jacobo Oyuela Velásquez,451.0,88.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,51.0,20.0,9.0,2.0,2.0
86.0,Emily Daniela Chavez Hernandez,454.0,115.0,82.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,39.0,34.0,9.0,2.0,2.0
86.0,Juan Diego Pineda Galindo,454.0,94.0,64.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
88.0,Nilsa Kristela Flores Flores,455.0,91.0,68.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
89.0,Daniel Lara,458.0,54.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
90.0,Walter Elias Ramos Mayorquin,460.0,76.0,108.0,34.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
90.0,Zabdy Gabriel Gomez Macias,460.0,56.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
92.0,Sebastián Hernández Bonilla,462.0,73.0,108.0,39.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
93.0,Luis Antonio Santos,466.0,81.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,59.0,34.0,9.0,2.0,2.0
93.0,Kenneth David Rodríguez Pavón,466.0,87.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,53.0,34.0,9.0,2.0,2.0
95.0,Jose Mauricio Cantillano Enamorado,467.0,134.0,78.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,37.0,34.0,9.0,2.0,2.0
96.0,Luis Nelson Medina,471.0,125.0,76.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,52.0,34.0,9.0,2.0,2.0
97.0,Jonathan Antonio Mejia Chacez,472.0,68.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
98.0,Xavier Alessandro Chavez David,473.0,117.0,60.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
99.0,Roosevlt Noe Nuñez Rodriguez,481.0,110.0,75.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
99.0,Axel Alberto Aguilar Navas,481.0,102.0,83.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
99.0,Carlos Alexander Zelaya Alberto,481.0,128.0,61.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,30.0,9.0,2.0,2.0
102.0,Hugo Henry Paz Zuniga,482.0,113.0,93.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,58.0,34.0,9.0,2.0,2.0
103.0,Abdel Alberto Trochez Rios,483.0,97.0,90.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
103.0,Cristian Miguel Rapalo,483.0,107.0,80.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
105.0,Raul Antonio Sandoval Ochoa,486.0,82.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
106.0,Jorge Moises Hernandez,489.0,105.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,45.0,5.0,25.0,61.0,34.0,9.0,2.0,2.0
107.0,Xavier Eduardo Rivera Martinez,490.0,150.0,52.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,70.0,34.0,9.0,2.0,2.0
107.0,Pedro Luis Cabrera Acosta,490.0,108.0,86.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
109.0,Ricardo Daniel Trejo Trejo,491.0,116.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,49.0,34.0,9.0,2.0,2.0
110.0,Christian Josue Andino Morales,493.0,89.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
111.0,Jesus Alejandro Reyes Castro,494.0,133.0,65.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
112.0,Jeferson Hernandez Caceres,496.0,92.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
113.0,Mario Alejandro Santos Molina,498.0,104.0,98.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
114.0,Luis Alonzo Rapalo Najera,499.0,95.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
115.0,Jose Alberto Hernadez Sabillon,501.0,130.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,45.0,34.0,9.0,2.0,2.0
116.0,Jose Daniel Alvarez Pineda,502.0,112.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,64.0,34.0,9.0,2.0,2.0
116.0,Diego Armando Orellana Montoya,502.0,98.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
118.0,Cesar Edgardo Mejia Diaz,503.0,99.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
118.0,Jeremy Umanzor,503.0,123.0,84.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
120.0,Claudio Gabriel Santos Escobar,504.0,100.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
120.0,Jimmy Edward Gonzalez Duran,504.0,152.0,70.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,72.0,26.0,9.0,2.0,2.0
122.0,Obed Isai Espinoza Valladares,505.0,101.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
122.0,Diego Jareth Villalta Alvez,505.0,147.0,90.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,62.0,22.0,9.0,2.0,2.0
124.0,Fabrico Javier Hernandez,507.0,103.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
125.0,Joseph Alejandro Ruiz Vallecio,510.0,138.0,85.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,69.0,34.0,9.0,2.0,2.0
126.0,Pablo Rejopachi,513.0,129.0,88.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
127.0,Edwin Edgardo Hernandez Benites,515.0,143.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,46.0,34.0,9.0,2.0,2.0
127.0,Junior Jafeth Sanchez Gamez,515.0,111.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
129.0,Antonio Miguel Lardizábal Corpeño,518.0,114.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
130.0,Moises David Mendoza,519.0,126.0,97.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
131.0,Jose Dimas Maldonado Gonzales,521.0,136.0,89.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
132.0,Anner Jair Reyes Trochez,522.0,118.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
133.0,Bryan Antonio Portillo Flores,523.0,119.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
134.0,Donovan Isai Peña Morales,524.0,120.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
134.0,Angel Gabriel Hurtado Rodriguez,524.0,146.0,95.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,66.0,33.0,9.0,2.0,2.0
136.0,Gabriel Enoc Zambrano Mejia,525.0,121.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
137.0,Ernesto Sandoval Rivera,526.0,122.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
138.0,Walter Yafeth Sanchez Funez,527.0,135.0,96.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
139.0,Luis Carlos Galvez,528.0,124.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
140.0,Cristian Jexciel Castro Muñoz,530.0,127.0,107.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
141.0,Jaime Jafeth Perez Ramos,535.0,145.0,94.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
141.0,Diego Salvador Pineda Hernandez,535.0,131.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
141.0,Fernando Alberto Flores Laínez,535.0,149.0,92.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,32.0,9.0,2.0,2.0
144.0,Olvin Rene Bueso Enamordo,536.0,132.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
145.0,Miguel Alejandro Mejia Davila,537.0,140.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,71.0,34.0,9.0,2.0,2.0
146.0,Gabriel Isaac,539.0,156.0,87.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
147.0,Diego Roberto Carias Hernandez,540.0,144.0,100.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
148.0,Hancel Ulises Perdomo Canales,541.0,137.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
149.0,Samuel Octavio Alvarez Ramos,542.0,142.0,104.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
150.0,Yoser Esau Chavez Lara,543.0,139.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
151.0,Erick Javier Sam,545.0,141.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
152.0,Angel Samuel Zaldívar Umana,547.0,161.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,60.0,34.0,9.0,2.0,2.0
153.0,Ariel Isac Ramírez Barahona,549.0,154.0,99.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
154.0,Cesar David Madrid Gomez,552.0,148.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
155.0,Nahomy Gisselle Pacheco,555.0,151.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
156.0,Yazid Vladimir Trejo,557.0,155.0,106.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
156.0,Mariah Fernanda Cubas Cálix,557.0,153.0,108.0,54.0,21.0,4.0,3.0,5.0,6.0,48.0,5.0,25.0,78.0,34.0,9.0,2.0,2.0
