Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,444bf,333mbf
37.0,Vahan Sukiasyan,271.0,22.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,23.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
38.0,Ashot Ohanyan,276.0,11.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
39.0,Hovhannes Ghazaryan,277.0,29.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,22.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
39.0,Gagik Avetisyan,277.0,36.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,35.0,15.0,8.0,2.0,2.0
41.0,Davit Mnatsakanyan,282.0,67.0,28.0,29.0,14.0,4.0,2.0,2.0,3.0,31.0,13.0,13.0,46.0,18.0,8.0,2.0,2.0
41.0,David Martirosyan,282.0,49.0,37.0,23.0,11.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
43.0,Mher Barseghyan,285.0,52.0,45.0,27.0,13.0,4.0,2.0,2.0,3.0,25.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
44.0,Hayk Hovhannisyan,286.0,55.0,26.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
44.0,Avet Harutyunyan,286.0,32.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,28.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
46.0,Paruyr Azizyan,295.0,30.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
47.0,Harutyun Karanyan,296.0,82.0,34.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,30.0,19.0,8.0,2.0,2.0
48.0,Davit Aslanyan,297.0,44.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,27.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
49.0,David Sahakyan,298.0,33.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
50.0,Raffi Manukyan (Րաֆֆի Մանուկյան),302.0,47.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,29.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
50.0,Hrachya Hovhannisyan,302.0,37.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
52.0,Hayk Grigoryan,303.0,64.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,29.0,19.0,8.0,2.0,2.0
52.0,Vahe Mkrtchyan,303.0,66.0,41.0,22.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,53.0,19.0,8.0,2.0,2.0
54.0,Grigor Shirinyan,304.0,72.0,47.0,29.0,14.0,4.0,2.0,2.0,3.0,32.0,13.0,13.0,42.0,19.0,8.0,2.0,2.0
54.0,Syuzanna Martirosyan,304.0,39.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
54.0,Armen Arakelyan,304.0,61.0,43.0,24.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
57.0,Azat Toroyan,305.0,40.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
58.0,Anna Barikyan,307.0,42.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
59.0,Nver Martirosyan,308.0,43.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
60.0,Aramayis Khachatryan,310.0,73.0,35.0,26.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
61.0,Areg Kakosyan,311.0,46.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
62.0,David Azizyan,313.0,70.0,38.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
62.0,Erik Mkhoyan (Эрик Мхоян),313.0,48.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
64.0,David Manucharyan,314.0,78.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,26.0,19.0,8.0,2.0,2.0
65.0,Gor Ayunts,316.0,51.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
66.0,Tigran Hakobyan,318.0,53.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
67.0,Harutyun Yepremyan,319.0,54.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
68.0,Adan Aranda,321.0,56.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
69.0,Andranik Pambukhchyan,322.0,69.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,43.0,19.0,8.0,2.0,2.0
69.0,Razmik Harutyunyan,322.0,68.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,44.0,19.0,8.0,2.0,2.0
71.0,Arshavir Nazaryan,323.0,58.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
71.0,Alex Tepelikyan Varuzhan,323.0,80.0,55.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,38.0,19.0,8.0,2.0,2.0
73.0,Vahe Aghumyan (Վահե Աղումյան),325.0,60.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
74.0,Artyom Petrosyan,326.0,109.0,36.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,31.0,19.0,8.0,2.0,2.0
75.0,Gagik Areyan,327.0,62.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
76.0,Arno Avetisyan,328.0,63.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
77.0,Alex Minasyan (Ալեքս Մինասյան),329.0,83.0,46.0,28.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,51.0,19.0,8.0,2.0,2.0
78.0,Ruben Sargsyan,330.0,65.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
79.0,Davit Harutyunyan,333.0,87.0,50.0,29.0,14.0,4.0,2.0,2.0,3.0,30.0,13.0,13.0,55.0,19.0,8.0,2.0,2.0
80.0,Sona Nersisyan,336.0,76.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,50.0,19.0,8.0,2.0,2.0
80.0,Shushanna Mkrtchian,336.0,81.0,60.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,45.0,19.0,8.0,2.0,2.0
82.0,Hovhannes Namalyan,337.0,96.0,51.0,29.0,14.0,4.0,2.0,2.0,3.0,39.0,13.0,13.0,40.0,19.0,8.0,2.0,2.0
