Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
74.0,Daniel Enrique Pinilla Rodríguez,419.0,46.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
74.0,Cliver Angel Alvarado Fuentes,419.0,86.0,54.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
76.0,Gabriel Hamir Castillo Gonzalez,422.0,65.0,78.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
76.0,Rafael Angel Solis Morales,422.0,81.0,64.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,67.0,36.0,7.0,3.0
76.0,Cesar Cristóbal Cruz Nieto,422.0,91.0,52.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
76.0,Adriano Sanchez,422.0,61.0,82.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
80.0,Ángel Arturo Samudio Guillen,423.0,87.0,77.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,49.0,36.0,7.0,3.0
81.0,Adrian Jesus Gonzalez Avila,424.0,70.0,75.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
81.0,David Rivera,424.0,90.0,71.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,53.0,36.0,7.0,3.0
81.0,Juan Rodríguez,424.0,76.0,69.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
84.0,Cesar Diaz,426.0,79.0,68.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
84.0,Xavier Rubio,426.0,85.0,94.0,46.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,38.0,36.0,7.0,3.0
86.0,Jonathan David González Araúz,428.0,93.0,56.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
86.0,Josué Santana,428.0,55.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
88.0,Diego German,431.0,58.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
89.0,David Sitton,433.0,60.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
90.0,Ian Villavicencio,434.0,92.0,66.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,66.0,36.0,7.0,3.0
91.0,Bruno Carrera,442.0,69.0,94.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,69.0,36.0,7.0,3.0
92.0,Khyra Yuriel Grey González,444.0,122.0,89.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,23.0,36.0,7.0,3.0
93.0,Isaí Alejandro Jaramillo Frías,445.0,114.0,79.0,47.0,19.0,7.0,7.0,4.0,5.0,42.0,14.0,19.0,42.0,36.0,7.0,3.0
