Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
87.0,Omar Mohammad Abase,314.0,86.0,76.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,42.0,20.0,9.0,2.0
88.0,Ahmad Totah,315.0,90.0,69.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
89.0,Sultan Sharif,316.0,102.0,58.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
89.0,Nadeen Dies,316.0,82.0,78.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
91.0,Tayba Isaa Qasem,319.0,118.0,47.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,44.0,20.0,9.0,2.0
91.0,Hamza Ali Jamoos,319.0,75.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
93.0,Adam Awadallah,321.0,97.0,68.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
94.0,Nadia Asad Qoraan,322.0,80.0,86.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
94.0,Khader Sandouka,322.0,123.0,45.0,17.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
94.0,Hana Dissi,322.0,123.0,43.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
97.0,Yousef Touri,324.0,94.0,74.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
98.0,Ahmad Wahdi,331.0,92.0,83.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
99.0,Anas Zoheir Abu Remala,332.0,88.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
99.0,Jannat Ahmad Ibraheem Alayan,332.0,110.0,67.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,45.0,20.0,9.0,2.0
99.0,Ahmad Shkree,332.0,91.0,85.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
102.0,Sewar Tamimi,333.0,98.0,79.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
103.0,Noor Naim Nasser,334.0,123.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,13.0,20.0,9.0,2.0
104.0,Alaa Alhusseny,337.0,93.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
105.0,Jamal Mohammed Nooh Jabari,339.0,95.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
106.0,Adam Mohammed Nouh Jabari,340.0,96.0,88.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
107.0,Hala Totah,342.0,105.0,81.0,19.0,9.0,3.0,2.0,4.0,3.0,24.0,3.0,12.0,46.0,20.0,9.0,2.0
