Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
76.0,Muhammed Shahin,533.0,76.0,82.0,44.0,20.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
77.0,Vidath Deekshana Udawatta,537.0,104.0,91.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,24.0,46.0,14.0,4.0
77.0,Chenura Athapaththu,537.0,105.0,95.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,19.0,46.0,14.0,4.0
79.0,Weerawarna Kurukulasooriya Busabaduge Thumula Theekshana Fernando,538.0,39.0,77.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
80.0,Sanas Mohammed Mohammed Yoosuf,542.0,116.0,68.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,40.0,46.0,14.0,4.0
81.0,Ayaan Omar Farook,547.0,110.0,23.0,76.0,35.0,14.0,8.0,7.0,17.0,56.0,15.0,18.0,104.0,46.0,14.0,4.0
82.0,Dehan Fernando,552.0,49.0,81.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
83.0,Mihidukulasuriya Asitha Madhushan Perera,557.0,88.0,90.0,53.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,92.0,38.0,14.0,4.0
84.0,Dulen Nimsath Senevirathna,559.0,82.0,82.0,49.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
84.0,Priyadarshan Avneesh Hrishikesh,559.0,65.0,88.0,76.0,19.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
86.0,Neil Dissanayake,565.0,135.0,86.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,26.0,46.0,14.0,4.0
86.0,Rathnayake Mudiyanselage Kavishka Anuhas Rathnayake,565.0,128.0,154.0,61.0,27.0,14.0,8.0,7.0,17.0,48.0,15.0,18.0,9.0,41.0,14.0,4.0
88.0,Manitha Hasaral,568.0,157.0,45.0,60.0,35.0,14.0,8.0,7.0,17.0,51.0,15.0,18.0,77.0,46.0,14.0,4.0
89.0,Nimantha Jayaweera,575.0,115.0,122.0,56.0,35.0,12.0,8.0,7.0,17.0,47.0,15.0,18.0,62.0,43.0,14.0,4.0
90.0,Dehan Dayananda,579.0,139.0,46.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,9.0,85.0,46.0,14.0,4.0
91.0,Isara Hansana,580.0,79.0,79.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
92.0,Sasvidu Praveen Pathirana,581.0,140.0,66.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,57.0,46.0,14.0,4.0
93.0,Thenuka Mihisara Fernando,582.0,94.0,167.0,31.0,35.0,14.0,8.0,7.0,17.0,64.0,10.0,18.0,63.0,36.0,14.0,4.0
94.0,Liam Samaranayake,585.0,70.0,93.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
94.0,Sasmitha Dilana,585.0,102.0,100.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,65.0,46.0,14.0,4.0
96.0,Weerakonda Arachchige Sithupa Sanudaya,588.0,63.0,103.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
97.0,Cheren Ranush Kurukuladithiya,589.0,164.0,99.0,51.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,42.0,37.0,14.0,4.0
98.0,Areeb Iqbal,591.0,72.0,97.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
98.0,Ruzaik Rajabdeen,591.0,111.0,58.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
100.0,Ibrahim Azmi,597.0,118.0,72.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,31.0,14.0,4.0
100.0,Kavith Damsithu Jayawarna,597.0,90.0,85.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
102.0,Thinura Dinsara Nanayakkara,598.0,114.0,62.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
103.0,Kurukulasuriya Mayon Deshan Fernando,603.0,109.0,92.0,76.0,35.0,14.0,8.0,7.0,17.0,44.0,15.0,18.0,104.0,46.0,14.0,4.0
103.0,Mohamed Farash Fazmeer,603.0,73.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,45.0,46.0,14.0,4.0
105.0,Tuan Ameen Maahir Sawall,604.0,60.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,59.0,46.0,14.0,4.0
105.0,Chamindi Anupama Weerasinghe,604.0,97.0,105.0,64.0,35.0,14.0,8.0,7.0,17.0,60.0,15.0,18.0,100.0,46.0,14.0,4.0
107.0,Akarsha Kasun Alwis Jayasinghe,608.0,133.0,113.0,54.0,26.0,14.0,8.0,7.0,17.0,50.0,15.0,18.0,89.0,46.0,14.0,4.0
108.0,Rakhitha Senumith,612.0,129.0,74.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,33.0,14.0,4.0
109.0,Mohammed Zain Rafis,613.0,127.0,104.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,64.0,46.0,14.0,4.0
110.0,Prasad Manjula Hewavitharana,616.0,27.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
111.0,Mohomed Nuhez Abdul Azeez,623.0,112.0,112.0,63.0,35.0,14.0,8.0,7.0,17.0,58.0,15.0,18.0,101.0,45.0,14.0,4.0
112.0,Chathuka Madhuhansa,624.0,35.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
113.0,Ahyan Azan Abul Khalam Azad,625.0,125.0,78.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
114.0,Tirimadura Dhiren De Silva,636.0,155.0,59.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
115.0,Neja Maneth,638.0,178.0,38.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
115.0,Adikari Mudiyanselage Minuka Vinuvara Gunathilaka,638.0,113.0,127.0,76.0,35.0,14.0,8.0,7.0,17.0,40.0,15.0,18.0,104.0,46.0,14.0,4.0
117.0,Shazan Shaheed,640.0,51.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
117.0,Isula Abeysinghe Gunawardena,640.0,101.0,117.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
119.0,Dulen Bandara,643.0,141.0,98.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,86.0,46.0,14.0,4.0
120.0,Rusiru Eleperuma,645.0,122.0,101.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
121.0,Mihira Dhanudara,647.0,100.0,167.0,55.0,35.0,14.0,8.0,7.0,17.0,43.0,15.0,18.0,104.0,46.0,14.0,4.0
122.0,Selvakumar Pradikshan,648.0,144.0,116.0,65.0,23.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,97.0,42.0,14.0,4.0
123.0,Abdul Malik Fazmi,649.0,145.0,119.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,67.0,46.0,14.0,4.0
124.0,Sinura Kariyawasam,651.0,62.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
124.0,Jayathu Visula Rathnayake,651.0,123.0,106.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
124.0,Ometh Dulnitha Munasinghe,651.0,98.0,131.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
127.0,Uvindu Prabashana Herath,653.0,96.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,32.0,15.0,18.0,104.0,46.0,14.0,4.0
128.0,Yashmith Nimhan Abeysinghe,663.0,138.0,147.0,76.0,35.0,14.0,8.0,7.0,17.0,54.0,15.0,18.0,70.0,46.0,14.0,4.0
129.0,Lithum Damviru Perera,665.0,158.0,109.0,62.0,25.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
130.0,Riyon Indiv Kothalawala,666.0,77.0,167.0,76.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
131.0,Devmal Almeida,667.0,154.0,110.0,57.0,35.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,104.0,46.0,14.0,4.0
132.0,Hudaifa Hiyaz,671.0,148.0,115.0,76.0,31.0,14.0,8.0,7.0,17.0,64.0,15.0,18.0,94.0,46.0,14.0,4.0
