Rank,name,Sum,333,222,444,555,666,777,333bf,333fm,333oh,clock,minx,pyram,skewb,sq1,333mbf
77.0,Baihan Saitkulov (Байхан Сайткулов),514.0,108.0,92.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,38.0,55.0,19.0,2.0
78.0,Aslan Kutlimetov,515.0,97.0,64.0,58.0,24.0,3.0,2.0,5.0,2.0,44.0,4.0,29.0,117.0,45.0,19.0,2.0
79.0,Yryskeldi Ismailov (Ырыскелди Исмаилов),519.0,58.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,47.0,55.0,19.0,2.0
80.0,Azim Dzenishbekov (Азим Женишбеков),522.0,66.0,82.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,36.0,19.0,2.0
81.0,Adil Nurmatov (Адил Нурматов),528.0,81.0,59.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,112.0,55.0,19.0,2.0
81.0,Vsevolod Grauverg (Всеволод Грауверг),528.0,85.0,65.0,77.0,24.0,3.0,2.0,5.0,2.0,39.0,4.0,29.0,117.0,55.0,19.0,2.0
81.0,Almaz Turdaliev (Алмаз Турдалиев),528.0,40.0,138.0,34.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
84.0,Arsen Orozov,530.0,71.0,66.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
85.0,Nurganat Akanov,532.0,181.0,44.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,31.0,55.0,19.0,2.0
86.0,Ilya Aparin (Илья Апарин),534.0,152.0,79.0,68.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,41.0,50.0,19.0,2.0
87.0,Ilyas Aliev (Ильяс Алиев),538.0,119.0,79.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,64.0,55.0,19.0,2.0
88.0,Islam Temirbekov (Ислам Темирбеков),540.0,181.0,24.0,53.0,24.0,3.0,2.0,5.0,2.0,28.0,4.0,21.0,117.0,55.0,19.0,2.0
88.0,Alikhan Adeikin (Алихан Адейкин),540.0,90.0,57.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
90.0,Ilimbek Dzhumakadyrov (Илимбек Жумакадыров),543.0,12.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,117.0,55.0,19.0,2.0
91.0,Alisher Asekov (Алишер Асеков),547.0,101.0,100.0,64.0,24.0,3.0,2.0,5.0,2.0,48.0,4.0,29.0,89.0,55.0,19.0,2.0
92.0,Bektur Mamadaliev (Бектур Мамадалиев),548.0,128.0,74.0,77.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,29.0,70.0,55.0,19.0,2.0
92.0,Agzam Shamsadinov (Агзам Шамсадинов),548.0,88.0,89.0,60.0,24.0,3.0,2.0,5.0,2.0,54.0,4.0,24.0,117.0,55.0,19.0,2.0
94.0,Eldar Kasymbaev (Эльдар Касымбаев),549.0,68.0,138.0,77.0,24.0,3.0,2.0,5.0,2.0,45.0,4.0,19.0,86.0,55.0,19.0,2.0
